DRUGBANK_ID,COMMON_NAME,CAS_NUMBER,UNII,SYNONYMS,Smiles
DB14511,Acetate,71-50-1,569DQM74SC,"Acetate; Acetate anion; Acetate ion; Acetate ion (1-); Acetic acid anion; Acetic acid, ion(1-); Acetoxy ion; Azetat",CC([O-])=O
DB03328,Dioxo(sulfanyl)molybdenum,,,,O=[Mo](S)=O
DB02845,Methylphosphinic Acid,4206-94-4,,,C[P@@H](O)=O
DB02825,Methylphosphinate,,,,CP([O-])=O
DB03175,Propyl alcohol,71-23-8,96F264O9SV,1-propanol; 1-proponol; N-propanol; N-propyl alcohol; Propanol,CCCO
DB02325,Isopropyl alcohol,67-63-0,ND2M416302,2-Propanol; Alcohol isopropílico; Isopropanol; Isopropyl alcohol,CC(C)O
DB14623,Acetyl chloride,75-36-5,QD15RNO45K,Acetic acid chloride; Acetic chloride; Ethanoyl chloride,CC(Cl)=O
DB01093,Dimethyl sulfoxide,67-68-5,YOW8V9698H,Dimethyl sulfoxide; Dimethyl sulfur oxide; Dimethyl sulphoxide; Dimethyli sulfoxidum; Dimethylsulfoxid; Diméthylsulfoxyde; Dimetil sulfóxido; DMSO; Methylsulfinylmethane; S(O)Me2; Sulfinylbis(methane),CS(C)=O
DB03345,Mercaptoethanol,60-24-2,14R9K67URN,2-mercaptoethanol; beta-mercaptoethanol; Thiomonoglycol,OCCS
DB14531,Carbonate ion,3812-32-6,7UJQ5OPE7D,Carbonate,[O-]C([O-])=O
DB13235,Perboric acid,14034-78-7,HC4C3M1FO2,,OOB=O
DB11326,Boric acid,10043-35-3,R57ZHV85D4,ácido bórico; boracic acid; Boric acid; hydrogen borate; orthoboric acid,OB(O)O
DB11127,Selenious acid,7783-00-8,F6A27P4Q4R,selenige Säure; Selenious acid; Selenous acid,O[Se](O)=O
DB15924,Molybdenum trioxide,1313-27-5,22FQ3F03YS,,O=[Mo](=O)=O
DB04456,Arsenous acid,13464-58-9,935XD1L5K2,arsenic trihydroxide; arsenous acid; arsorous acid; trihydroxyarsenite(III),O[As](O)O
DB14150,Chloric acid,7790-93-4,Z0V9L75H3K,Chlorate; Chlorsäure,OCl(=O)=O
DB02453,Antimonous acid,,,Stiborous acid; Trihydroxyantimonite(III),O[Sb](O)O
DB04494,Dihydroxy(oxo)molybdenum(6+),,,,O[Mo+6](O)=O
DB02108,2-Aminoethanimidic Acid,,,,NCC=N
DB14189,Ethylenediamine,107-15-3,60V9STC53F,"1,2-diaminoethane; Aethaldiamin; edamine; ethane-1,2-diamine; Ethyleendiamine; Ethylendiamine; Ethylene-diamine; Ethylenediamine",NCCN
DB03904,Urea,57-13-6,8W8T17847W,Carbamide; Carbonyldiamide; Harnstoff; Karbamid; Urea; Urée,NC(N)=O
DB09513,Urea C-14,594-05-8,WBZ6M63TEE,"14C-urea; Carbon 14 urea; Carbon-14 urea; Urea (14C); Urea 14 C; Urea C 14; Urea-14C; Urea, C-14",N[14C](N)=O
DB09510,Urea C-13,58069-82-2,W6KX9E6D8X,"(13C)urea; 13C-urea; Carbon 13 urea; Carbon-13 urea; Urea (13C); Urea 13 C; Urea C 13; Urea-13C; Urea, C-13",N[13C](N)=O
DB02396,Methylethylamine,624-78-2,AE3IIW7JBO,,CCNC
DB03399,Ethyl Isocyanide,,,,CC[N+]#C
DB01968,2-Thioethenamine,,,,N/C=C\S
DB00847,Cysteamine,60-23-1,5UX2SD1KE2,2-amino-1-ethanethiol; 2-amino-ethanethiol; 2-aminoethanethiol; beta-aminoethanethiol; beta-Mercaptoethylamine; Cysteamine; MEA; Mercaptamina; Mercaptamine; Mercaptaminum; Thioethanolamine; β-aminoethylthiol; β-MEA,NCCS
DB14645,Nitrogen trichloride,10025-85-1,VA681HRW8W,Agene; Nitrogen chloride; Trichloramine,ClN(Cl)Cl
DB04261,Carbamic Acid,463-77-4,O0UC6XOS4H,,NC(O)=O
DB12765,Methyl isocyanate,624-83-9,C588JJ4BV9,MIC,CN=C=O
DB02736,Acetamide,60-35-5,8XOE1JSO29,,CC(N)=O
DB02646,Nitrosoethane,925-91-7,EV3G0P128S,,CCN=O
DB03994,Ethanolamine,141-43-5,5KV86114PT,,NCCO
DB15995,Nitric acid,7697-37-2,411VRN1TV4,"Acide nitrique; Acido nitrico; Aqua fortis; Azotowy kwas; Kyselina dusicne; Nitric acid, anhydrous; Salpetersaure; Salpeterzuuroplossingen",[O-][N+](O)=O
DB14049,Nitrate,14797-55-8,T93E9Y2844,Nitrate ion; Nitrates,[O-][N+]([O-])=O
DB00536,Guanidine,113-00-8,JU58VJ6Y3B,Aminomethanamidine; Gu; Guanidin; Guanidine; Imidourea; Iminourea,NC(N)=N
DB03151,mu4-sulfido-quadro-tetracopper,,,μ4-sulfido-quadro-tetracopper,[Cu]12[Cu]3[Cu]4[Cu]1S234
DB09314,Technetium Tc-99m pertechnetate,23288-61-1,PPP8783IQ1,(99Tc)pertechnetate; CPERT; GPERT; Pertechnetate-99Tc; Technetium (99mTc) Pertechnetate; Technetium Tc 99m Pertechnetate,O.O.O.O.[98Tc-]
DB13249,Magnesium silicate,1343-88-0,9B9691B2N9,,[O-2].[O-2].[O-2].[Mg+2].[Si+4]
DB11342,Aluminum oxide,1344-28-1,LMI26O6933,Aluminium oxide,[O-2].[O-2].[O-2].[Al+3].[Al+3]
DB16203,Isopentane,78-78-4,ZH67814I0O,Methylbutane,CCC(C)C
DB01701,"1,2-Dichloro-Propane",78-87-5,RRZ023OFWL,,C[C@H](CCl)Cl
DB11534,Butyl chloride,109-69-3,ZP7R667SGD,n-Butyl chloride; n-Propylcarbinyl chloride,CCCCCl
DB02956,Pentasulfide-Sulfur,,,,[S-]SSS[S-]
DB05088,Tetrathiomolybdate,16330-92-0,91U3TGV99T,Thiomolybdate; Tiomolibdate ion,[S-][Mo]([S-])(=S)=S
DB16340,Tetrafluoroborate,14874-70-5,4YCF3545OY,"Borate(1-), tetrafluoro-; Fluoroborate; Tetrafluoroborate; Tetrafluoroborate (bf41-); Tetrafluoroborate anion; Tetrafluoroborate ion; Tetrafluoroborate(1-)",F[B-](F)(F)F
DB04444,Tetrafluoroaluminate Ion,21340-02-3,,Tetrafluoroaluminate anion; tetrafluoroaluminate(1−),F[Al-](F)(F)F
DB13323,Trichloroethylene,79-01-6,290YE8AR51,"1,1-dichloro-2-chloroethylene; acetylene trichloride; ethinyl trichloride; ethylene trichloride; Narcogen; TCE; trichlor; Trichloräthen; Trichloräthylen; trichloréthylène; Trichloroethene; Trichloroethylene; trichloroéthylène; trichloroethylenum; triciene",ClC=C(Cl)Cl
DB11309,Sulfuric acid,7664-93-9,O40UQP6WCF,Acide sulfurique; Acido sulfurico; Acidum sulfuricum; Brimstone acid; Dihydrogen sulfate; Dihydrogen sulphate; Schwefelsaeureloesungen; Sulphuric acid; Tetraoxosulfuric acid,OS(O)(=O)=O
DB11068,Selenic acid,06/08/7783,HV0Y51NC4J,,O[Se](O)(=O)=O
DB09394,Phosphoric acid,7664-38-2,E4GA8884NN,,OP(O)(O)=O
DB14546,Sulfate ion,14808-79-8,7IS9N8KPMG,Sulfate; Sulfate dianion; Sulfate(2-); Sulfuric acid ion(2-),[O-]S([O-])(=O)=O
DB14537,Chromate ion Cr-51,,SVU4HTP02M,,[O-][51Cr]([O-])(=O)=O
DB15878,Molybdate,14259-85-9,O0L10E6352,Molybdate; Molybdate ion,[O-][Mo]([O-])(=O)=O
DB16587,Molybdate Mo-99,72826-31-4,7608GL58YX,Molybdate ion Mo 99; Molybdate ion Mo-99; Molybdate Mo 99; Molybdate Mo-99,[O-][99Mo]([O-])(=O)=O
DB03138,Perchlorate,14797-73-0,VLA4NZX2P4,Perchlorate Ion,[O-]Cl(=O)(=O)=O
DB02831,Dihydrogenphosphate,29505-79-1,,Dihydrogenphosphate ion,[O-]P(O)(O)=O
DB14523,Phosphate ion,14265-44-2,NK08V8K8HR,Orthophosphate; Phosphate,[O-]P([O-])([O-])=O
DB14573,Phosphate ion P-32,18274-25-4,N27ADP50ER,Phosphate-32; Phosphate-32P,[O-][32P]([O-])([O-])=O
DB03057,Malonaldehyde,542-78-9,4Y8F71G49Q,Malondialdehyde; Malonic aldehyde; Malonic dialdehyde; Malonodialdehyde,O=CCC=O
DB02774,"1,3-Propanediol",504-63-2,5965N8W85T,"1,3-Dihydroxypropane; 1,3-propylene glycol; 2-(hydroxymethyl)ethanol; beta-Propylene glycol; Propane-1,3-diol; Trimethylene glycol; β-propylene glycol",OCCCO
DB03587,Pyruvaldehyde,78-98-8,722KLD7415,2-ketopropionaldehyde; 2-oxopropanal; Acetyl formaldehyde; Acetylformyl; alpha-ketopropionaldehyde; Methyl glyoxal; Methylglyoxal; Pyruvic aldehyde,CC(C=O)=O
DB02159,(R)-Propylene glycol,4254-14-2,602HN5L69H,"R-1,2-propanediol",C[C@H](CO)O
DB01839,Propylene glycol,57-55-6,6DC9Q167V3,"1,2-dihydroxypropane; 1,2-Propanediol; 1,2-Propylenglykol; 2-hydroxypropanol; isopropylene glycol; methyl glycol; methylethyl glycol; methylethylene glycol; monopropylene glycol; Propane-1,2-diol; Propylene glycol; α-propyleneglycol",CC(CO)O
DB04349,"(S)-propane-1,2-diol",4254-15-3,942194N4TD,"(S)-1,2-Propanediol; (S)-propane-1,2-diol; (S)-Propylene glycol; S-1,2-Propanediol",CC(CO)O
DB02806,2-Methoxyethanol,109-86-4,EK1L6XWI56,,COCCO
DB02579,Acrylic Acid,79-10-7,J94PBK7X8S,2-Propenoic acid; acroleic acid; Acrylate; ethylenecarboxylic acid; Propenoate; Propenoic acid; Vinylformic acid,C=CC(O)=O
DB03766,Propanoic acid,79-09-4,JHU490RVYR,Propionic acid,CCC(O)=O
DB03776,Lactaldehyde,598-35-6,S468FB0QE4,(2s)-2-Hydroxypropanal; (S)-lactaldehyde; L-2-Hydroxypropionaldehyde; L-lactaldehyde,CC(C=O)O
DB13058,Methanesulfonyl Fluoride,558-25-8,9H250YYY0R,,CS(F)(=O)=O
DB14090,Dimethyl sulfone,67-71-0,9H4PO4Z4FT,Dimethyl sulphone; Methyl sulfone; Methylsulfonyl methane; Methylsulfonylmethane; MSM; Sulfonylbismethane,CS(C)(=O)=O
DB02994,Cacodylic acid,75-60-5,AJ2HL7EU8K,Dimethylarsenic acid; Dimethylarsinic acid; Hydroxydimethylarsine oxide,C[As](C)(O)=O
DB15429,Thioglycolic acid,68-11-1,7857H94KHM,,OC(CS)=O
DB15202,Fluoroacetic acid F-18,7574-44-9,74Q3U8O789,18F-FLUOROACETATE,OC(C[18F])=O
DB02198,2-Bromoacetyl Group,79-08-3,2B3HS32431,,OC(CBr)=O
DB02176,Mercury Acetate Ion,,,,CC(O[Hg+])=O
DB04381,Crotonaldehyde,123-73-9,6PUW625907,(E)-crotonaldehyde; 1-formylpropene; 2-Butenal; Aldehyde crotonique; crotonal; crotonic aldehyde; crotylaldehyde; methylpropenal; propylene aldehyde; trans-2-butenal; trans-2-butenaldehyde; trans-but-2-enal; trans-crotonaldehyde; β-methylacrolein,C/C=C/C=O
DB02145,Butyl alcohol,71-36-3,8PJ61P6TS3,1-butanol; Butan-1-ol; Butanol; N-butanol; N-butyl alcohol,CCCCO
DB02606,2-Butanol,78-92-2,DLH38K423J,,CC[C@@H](C)O
DB03900,tert-butanol,75-65-0,MD83SFE959,"1,1-dimethylethanol; t-butanol; t-butyl alchohol; t-Butyl alcohol; t-Butylalkohol; tert-butanol; tert-butyl alcohol; tertiary-butyl alcohol; trimethylcarbinol; trimethylmethanol",CC(C)(C)O
DB13690,Vinyl ether,109-93-3,2H2T044E11,,C=COC=C
DB13598,Diethyl ether,60-29-7,0F5N573A2Y,Ether,CCOCC
DB04320,2-Bromo-2-Propene-1-Ol,,,,C=C(CO)Br
DB03335,(+)-1-bromo-2-propanol,16088-60-1,S33341KT5O,(S)-(+)-1-Bromo-2-propanol,CC(CBr)O
DB14556,Peracetic acid,79-21-0,I6KPI2E1HD,Acide peracetique; Acido peroxiacetico; Ethaneperoxic acid; Ethaneperoxoic acid; PAA; Peroxoacetic acid; Peroxyacetic acid,CC(OO)=O
DB04343,Glyoxylic acid,298-12-4,JQ39C92HH6,,OC(C=O)=O
DB03085,Glycolic acid,79-14-1,0WT12SX38S,2-Hydroxyacetic acid; 2-Hydroxyethanoic acid; alpha-Hydroxyacetic acid; Glycollic acid; Hydroxyacetic acid; Hydroxyethanoic acid; α-hydroxyacetic acid,OCC(O)=O
DB09499,Thiosulfuric acid,13686-28-7,7K79Y2EKKP,Monosulfanemonosulfonic acid; Sulfurothioic S-acid,OS(O)(=O)=S
DB11576,Ferric oxide,1309-37-1,1K09F3G675,"Anhydrous Ferric Oxide; Anhydrous Iron (III) Oxide; Blood stone; Eisen(III)-oxid; Eisentrioxid; Ferric oxide red; Hematite; Indian red; Iron oxide; Iron oxide red; Iron oxide, red; Iron trioxide; Iron(III) oxide",O=[Fe]O[Fe]=O
DB01169,Arsenic trioxide,1327-53-3,S7V92P67HO,Acide Arsenieux; Anhydride Arsenieux; Arsenic Blanc; Arsenic oxide; Arsenic trioxide; Arsenic(III) oxide; arsénico trióxido; Arsenigen Saure; Arsenolite; Arsenous oxide; Arsenous oxide anhydride; Diarsenic oxide; Diarsenic trioxide; White arsenic,O=[As]O[As]=O
DB15929,Bismuth oxide,1304-76-3,A6I4E79QF1,Bismuth trioxide; Bismuth yellow; Bismuthous oxide; Bismuthum oxydatum; Dibismuth trioxide,O=[Bi]O[Bi]=O
DB02348,Monofluorophosphate ion,15181-43-8,4964UZ79MI,Fluoridophosphate; Fluorophosphate; Phosphorofluoridate,[O-]P([O-])(F)=O
DB05383,Pimagedine,79-17-4,SCQ4EZQ113,Aminate base; Aminoguanidine; Guanyl hydrazine; Hydrazinecarboximidamide; Monoaminoguanidine; Pimagedine,NC(NN)=N
DB00515,Cisplatin,15663-27-1,Q20Q21Q62J,CDDP; Cis-DDP; cis-diamminedichloroplatinum(II); Cisplatin; cisplatino,[NH3][Pt]([NH3])(Cl)Cl
DB01005,Hydroxyurea,127-07-1,X6Q56QN5QC,Carbamohydroxamic acid; Carbamohydroximic acid; Carbamoyl oxime; Carbamyl hydroxamate; Hidroxicarbamida; Hydrea; Hydroxycarbamid; Hydroxycarbamide; Hydroxycarbamidum; Hydroxyharnstoff; Hydroxyurea; N-Carbamoylhydroxylamine; N-Hydroxyurea; Oxyurea,NC(NO)=O
DB03636,Glycinamide,598-41-4,4JDT453NWO,Aminomethylamide; Glycine amide,NCC(N)=O
DB03659,Butylamine,109-73-9,N2QV60B4WR,1-aminobutane; 1-butanamine; n-butylamine,CCCCN
DB04050,N-Propyl Isocyanide,,5E1K8OTJ0C,,CCC[N+]#[C-]
DB03095,Tetramethylammonium,51-92-3,H0W55235FC,Trimethylaminomethane,C[N+](C)(C)C
DB00145,Glycine,56-40-6,TE7660XO1C,Aminoacetic acid; Aminoessigsäure; Aminoethanoic acid; Glicina; Gly; Glycin; Glycine; Glycocoll; Glykokoll; Glyzin; Leimzucker,NCC(O)=O
DB00551,Acetohydroxamic acid,546-88-3,4RZ82L2GY5,"Acethydroxamsaeure; Acetic acid, oxime; Acetohydroxamate; Acetohydroxamic acid; Acetohydroximic acid; Acetyl hydroxyamino; Acetylhydroxamic acid; Acide acetohydroxamique; Acido acetohidroxamico; Acidum acetohydroxamicum; AHA; Cetohyroxamic acid; Methylhydroxamic acid; N-Acetyl hydroxyacetamide; N-Acetylhydroxylamine; N-Hydroxyacetamide",CC(NO)=O
DB16560,Ethyl nitrite,109-95-5,8C7CJ279RV,"Ethylester kyseliny dusite; Nitrous acid, ethyl ester; Nitrous ether spirit; Spirit of ethyl nitrite",CCON=O
DB01844,"N,N-dimethylformamide",68-12-2,8696NH0Y2X,"Dimethylformamide; N-Formyldimethylamine; N,N-Dimethylmethanamide",CN(C)C=O
DB04161,Propionamide,79-05-0,QK07G0HP47,Propanimidic acid; Propionic acid amide; Propionic amide,CCC(N)=O
DB02576,F-Loop of Vitamin B12,78-96-6,UE40BY1BZW,,C[C@@H](C[NH3+])O
DB03770,N-hydroxyguanidine,13115-21-4,8767F421T7,Hydroxyguanidine,NC(NO)=N
DB15912,Calcium hypochlorite,7778-54-3,11DXB629VZ,"Chloride of lime; Chlorinated lime; Hipoclorito calcico; Hypochlorite de calcium; Hypochlorous acid, calcium salt",[O-]Cl.[O-]Cl.[Ca+2]
DB09348,Propiolactone,57-57-8,6RC3ZT4HB0,"1,3-propiolactone; 3-propanolide; beta-Propiolactone; betapron; Propiolactona; Propiolactone; β-propiolactone",O=C1OCC1
DB02757,Pyrazole,288-13-1,3QD5KJZ7ZJ,"1,2-Diazole; 1H-Pyrazol; 1H-pyrazole",c1c[nH]nc1
DB03366,Imidazole,288-32-4,7GBN705NH1,,c1cnc[nH]1
DB03594,"1,2,4-Triazole",63598-71-0,10MS0Y1RDI,,c1ncn[nH]1
DB14498,Potassium acetate,127-08-2,M911911U02,Potassium acetate,CC([O-])=O.[K+]
DB09395,Sodium acetate,127-09-3,NVG71ZZ7P0,"Acetato de sodio; acetic acid, sodium salt; Acetic acid, sodium salt (1:1); anhydrous sodium acetate; Natriumazetat; Sodio acetato; Sodium acetate anhydrous; Sodium acetate, anhydrous; Sodium acetate,anhydrous",CC([O-])=O.[Na+]
DB14015,Sodium bisulfite,7631-90-5,TZX5469Z6I,Bisulfite de sodium; Natriumbisulfit; Natriumhydrogensulfit; primäres Natriumsulfit; saures Natriumsulfit; Sodium bisulfite; sodium bisulphite; sodium hydrogen sulfite; sodium hydrogensulfite,[O-]S(O)=O.[Na+]
DB15923,Potassium iodate,06/05/7758,I139E44NHL,"Iodic acid, potassium salt",[O-]I(=O)=O.[K+]
DB14702,Sodium metavanadate,13718-26-8,252S9L5606,"Sodium trioxovanadate; Sodium vanadate; Sodium vanadate(V); Sodium vanadium oxide; Vanadic acid, monosodium salt",[O-][V](=O)=O.[Na+]
DB11098,Potassium bicarbonate,298-14-6,HM5Z15LEBN,"Carbonic acid, monopotassium salt; Potassium bicarbonate; Potassium hydrogen carbonate",[O-]C(O)=O.[K+]
DB01390,Sodium bicarbonate,144-55-8,8MDF5V39QO,Baking soda; Bicarbonate of soda; Carbonic acid monosodium salt; NaHCO3; Natriumhydrogenkarbonat; Sodio bicarbonato; Sodium acid carbonate; Sodium bicarbonate; Sodium hydrogen carbonate; Sodium hydrogencarbonate,[O-]C(O)=O.[Na+]
DB06724,Calcium carbonate,471-34-1,H0G9379FGK,Calcio carbonato; Calcium carbonate; Calcium carbonate (1:1); Calciumcarbonat; Carbonate de calcium; Carbonato de calcio; Carbonic acid calcium salt (1:1); Chalk; Kalziumkarbonat; Kohlensaurer kalk; Precipitated calcium carbonate,[O-]C([O-])=O.[Ca+2]
DB09481,Magnesium carbonate,546-93-0,0IHC698356,Magnesio carbonato,[O-]C([O-])=O.[Mg+2]
DB13698,Ferrous carbonate,563-71-3,MZ3Q72U52O,,[O-]C([O-])=O.[Fe+2]
DB15925,Ammonium bicarbonate,1066-33-7,45JP4345C9,"Ammonium hydrogen carbonate; Carbonic acid, monoammonium salt; Monoammonium carbonate",OC(O)=O.N
DB11090,Potassium nitrate,7757-79-1,RU45X2JN0Z,Potassium nitrate,[O-][N+]([O-])=O.[K+]
DB15952,Sodium nitrate,7631-99-4,8M4L3H2ZVZ,Chile saltpeter; Cubic niter; Soda niter,[O-][N+]([O-])=O.[Na+]
DB11080,Silver nitrate,7761-88-8,95IT3W8JZE,Nitrate d'argent; Nitrato de plata; Silver mononitrate; Silver nitrate; silver(1+) nitrate,[O-][N+]([O-])=O.[Ag+]
DB14517,Aluminium phosphate,7784-30-7,F92V3S521O,Aluminum phosphate,[O-]P([O-])([O-])=O.[Al+3]
DB09418,Potassium perchlorate,7778-74-7,42255P5X4D,"Perchloric acid, potassium salt; Potassium perchlorate",[O-]Cl(=O)(=O)=O.[K+]
DB09413,Monopotassium phosphate,7778-77-0,4J9FJ0HL51,"Monobasic potassium phosphate; Monopotassium dihydrogen monophosphate; Monopotassium dihydrogen orthophosphate; Monopotassium dihydrogen phosphate; Monopotassium monophosphate; Monopotassium orthophosphate; Phosphoric acid, monopotassium salt; Potassium acid phosphate; Potassium biphosphate; Potassium dihydrogen orthophosphate; Potassium dihydrogen phosphate; Potassium phosphate; Potassium phosphate monobasic; Potassium phosphate monobasic (anhydrous); Potassium phosphate, monobasic; Potassium phosphate,monobasic",[O-]P(O)(O)=O.[K+]
DB16608,Sodium perchlorate,7601-89-0,97F4MTY3VA,"Natriumperchloraat; Natriumperchlorat; Perchlorate de sodium; Perchloric acid, sodium salt",[O-]Cl(=O)(=O)=O.[Na+]
DB13831,Potassium permanganate,7722-64-7,00OT1QX5U4,Potassium permanganate,[O-][Mn](=O)(=O)=O.[K+]
DB09449,"Sodium phosphate, monobasic",7558-80-7,KH7I04HPUU,"Disodium hydrogen phosphate anhydrous; Monosodium dihydrogen monophosphate; Monosodium dihydrogen orthophosphate; Monosodium monophosphate; Monosodium phosphate, anhydrous; Phosphoric acid, monosodium salt, anhydrous; Sodium acid phosphate; Sodium biphosphate, anhydrous; Sodium dihydrogen phosphate; Sodium dihydrogen phosphate, anhydrous; Sodium orthophosphate; Sodium orthophosphate monobasic; Sodium phosphate monobasic; Sodium phosphate monobasic (anhydrate); Sodium phosphate monobasic (anhydrous); Sodium phosphate, monobasic; Sodium phosphate, monobasic anhydrous; Sodium phosphate,monobasic; Sodium primary phosphate",[O-]P(O)(O)=O.[Na+]
DB14530,Chromous sulfate,13825-86-0,TR64E2WM7Z,,[O-]S([O-])(=O)=O.[Cr+2]
DB11150,Barium sulfate,7727-43-7,25BB7EKE2E,Bario sulfato; Barium sulfate,[O-]S([O-])(=O)=O.[Ba+2]
DB15533,Calcium sulfate,7778-18-9,E934B3V59H,"Anhydrous gypsum; Calcium sulfate, anhydrous; Calcium sulphate",[O-]S([O-])(=O)=O.[Ca+2]
DB14180,Nickel sulfate,7786-81-4,4FLT4T3WUN,Nickel sulfate(1:1); Nickel sulphate; nickel(II) sulfate,[O-]S([O-])(=O)=O.[Ni+2]
DB13257,Ferrous sulfate anhydrous,7720-78-7,2IDP3X9OUD,iron sulfate (1:1); iron(2+) sulfate (anhydrous); iron(II) sulfate,[O-]S([O-])(=O)=O.[Fe+2]
DB09322,Zinc sulfate,7733-02-0,0J6Z13X3WO,"Zinc sulfate (anhydrous); Zinc sulfate anhydrous; Zinc sulfate, anhydrous; Zinc sulphate; Zinc sulphate anhydrous; Zinc sulphate, anhydrous",[O-]S([O-])(=O)=O.[Zn+2]
DB06778,Cupric sulfate,7758-98-7,KUW2Q3U1VV,"Copper monosulfate; Copper monosulphate; Copper sulfate; Copper sulfate (1:1); Copper sulphate; Copper(2+) sulfate; Copper(II) sulphate; Cupric sulfate anhydrous; Cupric sulfate, anhydrous; Cupric sulphate anhydrous; Cupric sulphate, anhydrous",[O-]S([O-])(=O)=O.[Cu+2]
DB15760,Cobaltous sulfate,10124-43-3,H7965X29HX,,[O-]S([O-])(=O)=O.[Co+2]
DB00653,Magnesium sulfate,7487-88-9,ML30MJ2U7I,Magnesium sulfate (1:1); Magnesium sulfate anhydrous; Magnesium sulphate; magnesium(II) sulfate; Magnesiumsulfat; MgSO4,[O-]S([O-])(=O)=O.[Mg+2]
DB11129,Carbamide peroxide,124-43-6,31PZ2VAU81,Carbamide peroxide; Hydrogen peroxide carbamide; Urea dioxide; Urea hydrogen peroxide; Urea peroxide,NC(N)=O.OO
DB02013,Iron azide hydrate,,,Monoazido-mu-oxo-diiron; Monoazido-μ-Oxo-Diiron,[N-]=[N+]=[N-].O.[Fe].[Fe]
DB04699,gamma-Butyrolactone,96-48-0,OL659KIY4X,"1,4-lactone; 4-butyrolactone; 4-hydroxybutyric acid lactone; butyrolactone; dihydrofuran-2(3h)-one; GBL; γ-butyrolactone",O=C1OCCC1
DB03316,"1,4-Dioxane",123-91-1,J8A3S10O7S,"1,4-dioxacyclohexane; 1,4-Dioxan; 1,4-Dioxane; di(ethylene oxide); Dioxan-1,4; Dioxane-1,4; glycol ethylene ether; p-Dioxane; tetrahydro-1,4-dioxin; tetrahydro-p-dioxin; tetrahydro-para-dioxin",C1OCCOC1
DB02412,Tetrahydropyran,142-68-7,V06I3ILG6B,,C1CCOCC1
DB04369,"1,3,2-Dioxaborolan-2-Ol",,,,OB1OCCO1
DB01213,Fomepizole,7554-65-6,83LCM6L2BY,4-methylpyrazol; 4-methylpyrazole; Fomepizol; Fomepizole; Fomepizolum,Cc1c[nH]nc1
DB00592,Piperazine,110-85-0,1RTM4PAL0V,Diethylenediamine; Piperazidine; Piperazin; Piperazina; Piperazine,C1NCCNC1
DB03385,4-Methylimidazole,822-36-6,Q64GF9FV4I,4-MEI; 4(5)-methylimidazole,Cc1c[nH]cn1
DB02671,1-Methylimidazole,616-47-7,P4617QS63Y,,Cn1c[nH+]cc1
DB02721,4-Iodopyrazole,3469-69-0,F33UJD465Q,,Ic1c[nH]nc1
DB02335,2-Aminothiazoline,1779-81-3,5JC2YZG56Q,,NC1=NCCS1
DB01932,5-Methylpyrrole,616-43-3,,,Cc1c[nH]cc1
DB13669,Morpholine,110-91-8,8B2ZCK305O,,C1NCCOC1
DB13116,Norflurane,811-97-2,DH9E53K1Y8,"1,1,1,2 Tetrafluoroethane; Norflurane; Tetrafluoroethane",FCC(F)(F)F
DB02265,Ethyl-Trimethyl-Silane,3439-38-1,O72DFI3IWO,,CC[Si](C)(C)C
DB03902,Oxalic Acid,144-62-7,9E7R5L6H31,,OC(C(O)=O)=O
DB04364,(R)-acetoin,,,(R)-2-acetoin; (R)-3-hydroxy-2-butanone; (R)-3-hydroxybutan-2-one; (R)-dimethylketol,CC(C(C)=O)O
DB02788,(S)-acetoin,,,(S)-2-acetoin,C[C@@H](C(C)=O)O
DB02418,"(R,R)-2,3-Butanediol",24347-58-8,F5IA8X9O8M,,C[C@H]([C@H](C)O)O
DB01749,"1,2-Dimethoxyethane",110-71-4,GXS24JF5IW,,COCCOC
DB02074,Butenoic Acid,107-93-7,YW5WZZ4O5Q,,C/C=C/C(O)=O
DB03568,Butyric Acid,107-92-6,40UIR9Q29H,1-propanecarboxylic acid; Butanoic acid; Butyrate; Butyricum acidum; Ethylacetic acid; N-butanoic acid; N-butyric acid; Propylformic acid,CCCC(O)=O
DB02531,Isobutyric acid,79-31-2,8LL210O1U0,"2-methyl-propionic acid; 2-Methylpropanoate; 2-Methylpropanoic acid; 2-Methylpropionsäure; 2,2-dimethylacetic acid; Dimethylacetic acid; iso-butyric acid; Isobutanoate; Isobuttersäure; Isobutyrate; Isopropylformic acid; α-isobutyric acid; α-methylpropanoic acid; α-methylpropionic acid",CC(C)C(O)=O
DB01955,"1,4-Butanediol",110-63-4,7XOO2LE6G3,,OCCCCO
DB04094,4-hydroxybutan-2-one,590-90-9,TCM0BJ44MF,3-Oxo-1-butanol; 3-Oxobutanol; 4-Hydroxy-2-butanone; Methylolacetone; Monomethylolacetone,CC(CCO)=O
DB02202,"(S)-butane-1,3-diol",24621-61-2,,"(S)-(+)-Butane-1,3-diol",CC(CCO)O
DB14110,Butylene glycol,107-88-0,3XUS85K0RA,"(RS)-1,3-Butandiol; 1,3 Butylene glycol; 1,3-Butandiol; 1,3-Butanediol; 1,3-Butylene glycol; 1,3-Butylenglykol; BD; beta-Butylene glycol; Butane-1,3-diol; Methyltrimethylene glycol",CC(CCO)O
DB02249,2-Ethoxyethanol,110-80-5,IDK7C2HS09,,CCOCCO
DB08809,Dichloroacetic acid,79-43-6,9LSH52S3LQ,DCA; Dichloracetic acid; Dichloroacetate,OC(C(Cl)Cl)=O
DB03864,Monothioglycerol,,AAO1P0WSXJ,,OC[C@H](CS)O
