smiles,CHEMBL_ID,pIC50,pIC50_true
COC1C=CC(CNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)(OC)O1,CHEMBL1173544,6.08,6.08
CC1CN(c2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)CC(C)N1,CHEMBL1173545,NA,6.48
c1ccc(-c2oc3ncnc(NCCc4c[nH]cn4)c3c2-c2ccccc2)cc1,CHEMBL1173585,6.53,6.53
CCOC(=O)CCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,CHEMBL1173586,NA,6.1
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1,CHEMBL1173731,7.37,7.37
O=C(Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1)c1ccccc1,CHEMBL1173801,6.52,6.52
c1ccc(-c2oc3ncnc(NCCCn4ccnc4)c3c2-c2ccccc2)cc1,CHEMBL1173823,NA,5.48
OC1CCN(c2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)CC1,CHEMBL1173824,6.09,6.09
CCCCN(C)c1nc(NCCc2ccccc2OC)nc(NC(Cc2c[nH]c3ncccc23)C(N)=O)n1,CHEMBL1213108,8.42,8.42
CCCCN(C)c1nc(NCCc2ccccc2OC)nc(NCCc2c[nH]c3ncccc23)n1,CHEMBL1213109,8.92,8.92
COc1ccccc1CCNc1nc(NC(Cc2c[nH]c3ncccc23)C(N)=O)nc(N(C)[C@@H](C)c2ccccc2)n1,CHEMBL1213110,8.2,8.2
COc1ccccc1CCNc1nc(Nc2ccc3ncccc3c2)nc(NC(Cc2c[nH]c3ncccc23)C(N)=O)n1,CHEMBL1213111,8.43,8.43
COc1ccc(Nc2nc(NCCc3ccccc3F)nc(Nc3ccc4ncccc4c3)n2)cc1OC,CHEMBL1213151,8.68,8.68
COc1ccc(Nc2nc(Nc3ccc4ncccc4c3)nc(NC(Cc3c[nH]c4ncccc34)C(N)=O)n2)cc1OC,CHEMBL1213152,6.568636235841013,6.568636235841013
CNc1nc(NCCc2ccccc2OC)nc(Nc2ccc3ncccc3c2)n1,CHEMBL1213153,8.29,8.29
CCOC(=O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1C(=O)CCC2,CHEMBL1214708,5.75,5.75
CCOC(=O)CCc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1214781,5.7,5.7
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1C(=O)CCC2,CHEMBL1214782,6.68,6.68
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1214783,6.75,6.75
CC1(C)CC(=O)c2c([nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c2CCC(=O)O)C1,CHEMBL1214784,NA,6.34
CC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1CCC(=O)O,CHEMBL1214853,6.44,6.44
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(Br)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1214854,NA,6.68
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc([N+](=O)[O-])cc32)[nH]c2c1C(=O)CCC2,CHEMBL1214855,NA,6.14
COc1cc(-c2ccc3c(c2)/C(=C/c2[nH]c4c(c2CCC(=O)O)C(=O)CCC4)C(=O)N3)ccc1O,CHEMBL1214856,6.45,6.45
COc1ccc(-c2ccc3c(c2)/C(=C/c2[nH]c4c(c2CCC(=O)O)C(=O)CCC4)C(=O)N3)cc1OC,CHEMBL1214925,6.25,6.25
CC(=O)Nc1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)C(=O)CCC3)C(=O)N2,CHEMBL1214926,6.6,6.6
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(NC(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1214927,6.14,6.14
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)C(=O)CCC3)C(=O)N2,CHEMBL1214928,NA,7.24
C=CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)C(=O)CCC3)C(=O)N2,CHEMBL1214994,7.41,7.41
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4ccccc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1214995,6.57,6.57
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4ccc(F)cc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1214996,6.35,6.35
NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)C(=O)CCC3)C(=O)N2,CHEMBL1214997,7.21,7.21
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)C(=O)CCC3)C(=O)N2,CHEMBL1215070,7.51,7.51
CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)C(=O)CCC3)C(=O)N2,CHEMBL1215071,7.68,7.68
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCCC4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215072,8.15,8.15
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCCCC4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215073,NA,7.85
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCOCC4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215145,7.54,7.54
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCc5ccccc54)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215146,8.1,8.1
CCS(=O)(=O)Nc1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)C(=O)CCC3)C(=O)N2,CHEMBL1215147,7.47,7.47
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215148,7.92,7.92
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)Cc4ccccc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215216,7.2,7.2
CCOC(=O)CCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215218,7.08,7.08
O=C1Nc2ccc(NS(=O)(=O)c3ccccc3)cc2/C1=C/c1[nH]c2c(c1CCC(=O)N1CCCC1)C(=O)CCC2,CHEMBL1215280,6.66,6.66
O=C1Nc2ccc(NS(=O)(=O)c3ccccc3)cc2/C1=C/c1[nH]c2c(c1CCC(=O)N1CCOCC1)C(=O)CCC2,CHEMBL1215281,NA,6.55
CNC(=O)CCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215282,6.93,6.93
O=C1Nc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2/C1=C/c1[nH]c2c(c1CCC(=O)N1CCOCC1)C(=O)CCC2,CHEMBL1215283,6.25,6.25
O=C1Nc2ccc(NS(=O)(=O)c3ccccc3)cc2/C1=C/c1[nH]c2c(c1CCCN1CCCC1)C(=O)CCC2,CHEMBL1215284,NA,5.66
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215346,5.66,5.66
CCN(CC)CCCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215347,NA,5.61
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCc5ccccc54)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215348,5.64,5.64
CCN(CC)CCCc1c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCc5ccccc54)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1215349,5.63,5.63
O=C(CCc1cn(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccc([N+](=O)[O-])cc1,CHEMBL1221633,NA,4.0
NC(=O)c1sc2c([N+](=O)[O-])cc(SC(F)(F)F)cc2[n+]1[O-],CHEMBL1222044,4.0,4.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,CHEMBL1230020,NA,5.47
CC[C@@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,CHEMBL1230201,NA,8.05
CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,CHEMBL1230607,NA,5.0
Clc1cnc2c(Nc3ccc(N4CCOCC4)cc3)nc(-c3cccnc3)cn12,CHEMBL1231066,6.72,6.72
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,CHEMBL1232461,5.0,5.0
CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO,CHEMBL1232515,8.397940008672037,8.397940008672037
Cc1cc(Nc2nccn3c(-c4cn[nH]c4)cnc23)sn1,CHEMBL1234822,8.397940008672037,8.397940008672037
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC(F)(F)F)nc1-2,CHEMBL1236095,5.0,5.0
Cc1cc(CN2CCN(c3c(Br)cnc4nc(-c5ccc(N6CCN(C)CC6)cc5)[nH]c34)CC2)no1,CHEMBL1236904,7.82,7.82
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21,CHEMBL1254007,NA,5.98
CC(NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,CHEMBL1257179,NA,7.89
CCC(NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,CHEMBL1257180,8.0,8.0
c1ccc(Nc2nc(-c3cccnc3)cn3ccnc23)cc1,CHEMBL1257210,5.17,5.17
c1cncc(-c2cn3ccnc3c(Nc3ccc(N4CCOCC4)cc3)n2)c1,CHEMBL1257211,5.67,5.67
C[C@@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,CHEMBL1257296,8.22,8.22
COc1ccc(Nc2nc(-c3cccnc3)cn3ccnc23)cc1,CHEMBL1257331,5.54,5.54
Clc1ccc(Nc2nc(-c3cccnc3)cn3ccnc23)cc1,CHEMBL1257332,NA,5.26
CC(=O)Nc1ccc(Nc2nc(-c3cccnc3)cn3ccnc23)cc1,CHEMBL1257333,5.6,5.6
O=C(Nc1ccc(Nc2nc(-c3cccnc3)cn3ccnc23)cc1)c1ccccc1,CHEMBL1257445,5.43,5.43
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC(c5ccccc5)c5ccccc5)sc34)cc2)CC1,CHEMBL1257884,7.32,7.32
COc1ccc(Nc2nc(-c3ccn(C)n3)cn3ccnc23)cc1,CHEMBL1257923,5.01,5.01
C[C@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCOCC4)cc3)c2s1)c1ccccc1,CHEMBL1257995,NA,7.08
COc1ccc(Nc2nc(-c3cccc(N)c3)cn3ccnc23)cc1,CHEMBL1258033,5.26,5.26
CCNC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1,CHEMBL1258114,NA,7.32
C[C@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,CHEMBL1258115,NA,7.18
COCC(=O)Nc1cccc(-c2cn3ccnc3c(Nc3ccc(OC)cc3)n2)c1,CHEMBL1258151,5.14,5.14
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC5CCc6ccccc65)sc34)cc2)CC1,CHEMBL1258229,7.28,7.28
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC5CCCc6ccccc65)sc34)cc2)CC1,CHEMBL1258230,7.35,7.35
COc1ccc(Nc2nc(-c3cccc(NC(=O)Nc4ccccc4)c3)cn3ccnc23)cc1,CHEMBL1258266,5.14,5.14
COc1ccc(NC(=O)Nc2cccc(-c3cn4ccnc4c(Nc4ccc(OC)cc4)n3)c2)cc1,CHEMBL1258267,5.1,5.1
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)N[C@H](CN5CCCC5)c5ccccc5)sc34)cc2)CC1,CHEMBL1258346,7.57,7.57
CC(C)NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1,CHEMBL1258347,7.23,7.23
COc1ccc(Nc2nc(-c3cccc(NS(=O)(=O)c4ccc(OC)cc4)c3)cn3ccnc23)cc1,CHEMBL1258378,NA,5.17
COc1ccc(Nc2nc(-c3cccc(NS(=O)(=O)c4cccnc4)c3)cn3ccnc23)cc1,CHEMBL1258379,5.35,5.35
CC[C@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,CHEMBL1258459,7.51,7.51
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)Nc5ccccc5)sc34)cc2)CC1,CHEMBL1258460,6.98,6.98
Cc1cnc2c(Nc3ccc(N4CCOCC4)cc3)nc(-c3cccnc3)cn12,CHEMBL1258490,6.68,6.68
Brc1cnc2c(Nc3ccc(N4CCOCC4)cc3)nc(-c3cccnc3)cn12,CHEMBL1258491,NA,6.82
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NCc5ccccc5)sc34)cc2)CC1,CHEMBL1258568,7.5,7.5
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC(C)(C)c5ccccc5)sc34)cc2)CC1,CHEMBL1258569,NA,7.36
c1cncc(-c2cn3c(-c4cccnc4)cnc3c(Nc3ccc(N4CCOCC4)cc3)n2)c1,CHEMBL1258604,5.38,5.38
O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCOCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,CHEMBL1258680,NA,7.6
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)N[C@H](CN5CCOCC5)c5ccccc5)sc34)cc2)CC1,CHEMBL1258793,NA,7.75
O=C(Nc1n[nH]c2cc(C(=O)NCc3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,CHEMBL1258794,NA,7.96
C[C@@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCOCC4)cc3)c2s1)c1ccccc1,CHEMBL1258912,NA,8.3
O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,CHEMBL1258913,NA,7.75
O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,CHEMBL126077,5.4,5.4
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCOCC34CCC4)ns2)n1,CHEMBL1269880,NA,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3C[C@@H](C)O[C@@H](C)C3)ns2)n1,CHEMBL1269881,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3C[C@H]4CC[C@@H](C3)O4)ns2)n1,CHEMBL1269988,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3C[C@H](C)OC[C@@H]3C)ns2)n1,CHEMBL1269989,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCOC(C)(C)C3)ns2)n1,CHEMBL1270096,NA,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(C)N3CCOCC3)ns2)n1,CHEMBL1270097,8.397940008672037,8.397940008672037
CCC(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCOCC1,CHEMBL1270205,NA,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(c3ccccn3)N3CCOCC3)ns2)n1,CHEMBL1270206,8.397940008672037,8.397940008672037
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,CHEMBL1270230,5.0,5.0
COCC(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCOCC1,CHEMBL1270299,8.397940008672037,8.397940008672037
CCOCC(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCOCC1,CHEMBL1270300,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C3(N4C[C@@H](C)O[C@@H](C)C4)CC3)ns2)n1,CHEMBL1270398,NA,7.35
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@@H](C)O[C@@H](C)C3)ns2)n1,CHEMBL1270399,NA,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(C)N3CCOC(C)(C)C3)ns2)n1,CHEMBL1270491,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(C)N3C[C@@H](C)O[C@@H](C)C3)ns2)n1,CHEMBL1270492,NA,8.397940008672037
CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,CHEMBL1270795,8.397940008672037,8.397940008672037
Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1,CHEMBL1270796,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCOCC3(C)C)ns2)n1,CHEMBL1270897,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCCCC3(C)C)ns2)n1,CHEMBL1270996,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCN(C)CC3)ns2)n1,CHEMBL1270997,8.397940008672037,8.397940008672037
CCOC(=O)N1CCN(Cc2cc(Nc3nc(C)cn4c(-c5cn[nH]c5)cnc34)sn2)CC1,CHEMBL1271103,8.397940008672037,8.397940008672037
CC(=O)N1CCN(Cc2cc(Nc3nc(C)cn4c(-c5cn[nH]c5)cnc34)sn2)CC1,CHEMBL1271104,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCN(S(C)(=O)=O)CC3)ns2)n1,CHEMBL1271203,NA,8.397940008672037
CCNC(=O)N1CCN(Cc2cc(Nc3nc(C)cn4c(-c5cn[nH]c5)cnc34)sn2)CC1,CHEMBL1271204,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCN(CCO)CC3)ns2)n1,CHEMBL1271306,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCN(C)CC3=O)ns2)n1,CHEMBL1271307,NA,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCN(C)C(=O)C3)ns2)n1,CHEMBL1271413,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCOC[C@@H]3CO)ns2)n1,CHEMBL1271414,8.397940008672037,8.397940008672037
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3OC(F)(F)F)ncc1CC2,CHEMBL1272089,5.0,5.0
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2ccccc2)c2c[nH]nc2N1,CHEMBL1276844,4.301029995663981,4.301029995663981
CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccccc2)c2c[nH]nc2N1,CHEMBL1276845,4.301029995663981,4.301029995663981
COc1ccc(NC(=O)C2=C(C)Nc3n[nH]cc3C2c2cccs2)cc1,CHEMBL1276930,NA,4.301029995663981
CC1=C(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(c2cccs2)c2c[nH]nc2N1,CHEMBL1276931,4.301029995663981,4.301029995663981
CC1=C(C(=O)Nc2ccc(C(F)(F)F)cc2)C(c2cccs2)c2c[nH]nc2N1,CHEMBL1277016,4.301029995663981,4.301029995663981
COc1ccc(NC(=O)C2=C(C)Nc3n[nH]cc3C2c2ccco2)cc1,CHEMBL1277017,5.03,5.03
CC1=C(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(c2ccco2)c2c[nH]nc2N1,CHEMBL1277110,4.301029995663981,4.301029995663981
CC1=C(C(=O)Nc2ccc(C(F)(F)F)cc2)C(c2ccco2)c2c[nH]nc2N1,CHEMBL1277111,NA,4.301029995663981
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2ccco2)c2c[nH]nc2N1,CHEMBL1277198,4.82,4.82
CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccco2)c2c[nH]nc2N1,CHEMBL1277199,5.09,5.09
COc1ccc(NC(=O)C2=C(C)Nc3nc4ccccc4n3C2c2ccco2)cc1,CHEMBL1277293,5.12,5.12
CC1=C(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(c2ccco2)n2c(nc3ccccc32)N1,CHEMBL1277294,NA,5.52
CC1=C(C(=O)Nc2ccc(C(F)(F)F)cc2)C(c2ccco2)n2c(nc3ccccc32)N1,CHEMBL1277382,5.88,5.88
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2ccco2)n2c(nc3ccccc32)N1,CHEMBL1277383,NA,5.24
CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccco2)n2c(nc3ccccc32)N1,CHEMBL1277473,5.21,5.21
CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2ccccc2)C2=C(CC(C)(C)CC2=O)N1,CHEMBL1277474,NA,4.39
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2cccs2)c2c[nH]nc2N1,CHEMBL1278004,4.301029995663981,4.301029995663981
COc1ccc(NC(=O)C2=C(C)Nc3n[nH]cc3C2c2ccccc2)cc1,CHEMBL1278096,4.301029995663981,4.301029995663981
CC1=C(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(c2ccccc2)c2c[nH]nc2N1,CHEMBL1278186,4.301029995663981,4.301029995663981
CC1=C(C(=O)Nc2ccc(C(F)(F)F)cc2)C(c2ccccc2)c2c[nH]nc2N1,CHEMBL1278187,4.301029995663981,4.301029995663981
COc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1,CHEMBL1288582,NA,6.72
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,5.42,5.42
Cc1ccccc1Cn1nnc2c1C(=O)c1ccccc1C2=O,CHEMBL1442185,5.0,5.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CHEMBL1448,4.27,4.27
c1ccc(-c2csc3ncnc(N4CCc5ccccc5C4)c23)cc1,CHEMBL1483261,8.26,8.26
COc1ccc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,CHEMBL1512579,5.84,5.84
O=C(Nc1ccccc1)c1cn(-c2ccccc2)nc1-c1ccccc1,CHEMBL1533728,5.63,5.63
O=C1c2nc3cc(-c4ccco4)nn3c(O)c2CN1Cc1ccccc1,CHEMBL1589017,4.82,4.82
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,CHEMBL1614712,NA,5.0
CCNc1cc(-c2ccc3c(N)[nH]nc3c2)nc(N)n1,CHEMBL1614771,5.6,5.6
Nc1nc(-c2ccc3c(N)[nH]nc3c2)cc(N2CCOCC2)n1,CHEMBL1614772,5.0,5.0
C[C@@H]1COCCN1c1cc(-c2ccc3c(N)[nH]nc3c2)nc(N)n1,CHEMBL1614773,4.9,4.9
Nc1nc(-c2ccc3c(N)[nH]nc3c2)cc(N2CCO[C@H](C(=O)Nc3ccccc3)C2)n1,CHEMBL1614774,NA,5.9
C[C@@H]1CC[C@H](C(=O)Nc2ccccc2)CN1c1cc(-c2ccc3c(N)[nH]nc3c2)nc(N)n1,CHEMBL1614775,5.9,5.9
C[C@H]1CC[C@@H](NC(=O)OC(C)(C)C)CN1c1cc(-c2ccc3c(N)[nH]nc3c2)nc(N)n1,CHEMBL1614776,6.199999999999999,6.199999999999999
C[C@@H]1C[C@@H](NC(=O)OC(C)(C)C)CN(c2cc(-c3ccc4c(N)[nH]nc4c3)nc(N)n2)C1,CHEMBL1614777,NA,6.4
Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CHEMBL1615165,7.51,7.51
O=C(c1cccc(Cl)c1Cl)N1CCN(Cc2cccc(Nc3nccs3)c2)CC1,CHEMBL1643135,9.3,9.3
O=C(O)c1cccc(Nc2ncc3ccn(C4CCCCC4)c3n2)c1,CHEMBL1643136,9.22,9.22
COc1ccc(-c2cc(C(=O)Nc3ccc(C)cc3C)c3c(-c4ccccc4)[nH]nc3n2)cc1OC,CHEMBL1643137,NA,4.0
O=C(c1cccc(C(F)(F)F)c1F)N1CCN(Cc2cccc(Nc3cc[nH]n3)n2)CC1,CHEMBL1643138,9.05,9.05
Cc1ccc(-c2nnc(Nc3ccc(Oc4ncccc4-c4c[nH]nc4N)cc3)c3ccccc23)cc1,CHEMBL1643139,NA,7.22
CC(=O)Nc1cccc(NC(=O)C(=O)NCCc2sc(-c3ccc(Cl)cc3)nc2C)c1,CHEMBL1643141,4.0,4.0
COc1ccc2cc(C(=O)C3CCC(C(C)C(=O)NCCC4=CCCCC4)CC3)[nH]c2c1,CHEMBL1643142,4.07,4.07
COc1ccc(OCC(O)Cn2c(N/N=C/c3ccccc3O)nc3c2c(=O)[nH]c(=O)n3C)cc1,CHEMBL1643143,4.74,4.74
CCOc1ccc2nc(Nc3nc(O)c4ccccc4n3)nc(C)c2c1,CHEMBL1643144,4.78,4.78
Cc1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2N)cc1,CHEMBL1643145,4.92,4.92
CCOc1ccc(NC(=O)Cn2c(Nc3ccc(OCC)cc3)nc3c2c(=O)[nH]c(=O)n3C)cc1,CHEMBL1643146,4.01,4.01
COc1ccc(C(=O)Nc2ccccc2C(=O)NC(Cc2ccc(O)cc2)C(=O)Nc2ccc(C)cc2C)cc1,CHEMBL1643147,5.29,5.29
COc1ccc2sc(SCC(=O)Nc3ncc(Br)s3)nc2c1,CHEMBL1643148,4.0,4.0
CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO.Cl,CHEMBL1650533,8.397940008672037,8.397940008672037
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN(CC(F)F)C(C)(C)CO)ns2)n1.Cl,CHEMBL1650534,8.397940008672037,8.397940008672037
