Hit,Target
1346080,TRG-4
1346081,TRG-61
1346081,TRG-55
1346081,TRG-29
1346081,TRG-33
1346081,TRG-85
1346081,TRG-28
1346081,TRG-34
1346081,TRG-91
1346082,TRG-82
1346082,TRG-87
1346082,TRG-82
1346082,TRG-9
1346082,TRG-65
1346082,TRG-74
1346082,TRG-48
1346082,TRG-11
1346082,TRG-87
1346083,TRG-77
1346085,TRG-52
1346085,TRG-18
1346085,TRG-38
1346085,TRG-9
1346085,TRG-16
1346085,TRG-14
1346085,TRG-33
1346085,TRG-44
1346086,TRG-69
1346086,TRG-40
1346086,TRG-90
1346086,TRG-27
1346086,TRG-10
1346087,TRG-16
1346087,TRG-39
1346087,TRG-15
1346087,TRG-71
1346088,TRG-81
1346088,TRG-49
1346088,TRG-51
1346088,TRG-45
1346088,TRG-59
1346088,TRG-22
1346088,TRG-65
1346088,TRG-79
1346089,TRG-67
1346089,TRG-43
1346089,TRG-99
1346089,TRG-74
1346089,TRG-73
1346089,TRG-75
1346089,TRG-89
1346089,TRG-81
1346090,TRG-95
1346090,TRG-50
1346092,TRG-20
1346092,TRG-81
1346092,TRG-18
1346092,TRG-55
1346092,TRG-79
1346092,TRG-78
1346092,TRG-87
1346094,TRG-64
1346094,TRG-85
1346095,TRG-92
1346095,TRG-57
1346095,TRG-78
1346095,TRG-52
1346095,TRG-61
1346095,TRG-94
1346095,TRG-71
1346095,TRG-98
1346096,TRG-23
1346096,TRG-47
1346096,TRG-89
1346096,TRG-39
1346096,TRG-34
1346097,TRG-50
1346097,TRG-87
1346097,TRG-87
1346099,TRG-48
1346099,TRG-57
1346099,TRG-54
1346099,TRG-31
1346100,TRG-79
1346101,TRG-40
1346102,TRG-79
1346104,TRG-69
1346105,TRG-66
1346105,TRG-23
1346105,TRG-25
1346105,TRG-34
1346105,TRG-79
1346105,TRG-10
1346106,TRG-83
1346106,TRG-51
1346106,TRG-15
1346106,TRG-46
1346106,TRG-72
1346106,TRG-58
1346106,TRG-3
1346106,TRG-2
1346107,TRG-67
1346107,TRG-15
1346107,TRG-88
1346107,TRG-25
1346107,TRG-81
1346107,TRG-65
1346107,TRG-13
1346107,TRG-74
1346108,TRG-14
1346108,TRG-41
1346108,TRG-45
1346108,TRG-76
1346109,TRG-54
1346109,TRG-19
1346109,TRG-95
1346109,TRG-51
1346109,TRG-67
1346110,TRG-53
1346110,TRG-20
1346111,TRG-56
1346111,TRG-72
1346111,TRG-93
1346112,TRG-31
1346112,TRG-63
1346112,TRG-26
1346112,TRG-97
1346113,TRG-77
1346113,TRG-55
1346113,TRG-41
1346113,TRG-73
1346114,TRG-25
1346115,TRG-96
1346115,TRG-65
1346115,TRG-2
1346115,TRG-71
1346115,TRG-8
1346115,TRG-49
1346115,TRG-39
1346116,TRG-25
1346116,TRG-80
1346117,TRG-81
1346117,TRG-90
1346117,TRG-46
1346117,TRG-92
1346118,TRG-54
1346118,TRG-27
1346119,TRG-35
1351751,TRG-92
1351751,TRG-56
1346120,TRG-0
1346120,TRG-11
1346120,TRG-76
1346120,TRG-71
1346120,TRG-34
1346120,TRG-39
1346120,TRG-48
1346120,TRG-80
1346120,TRG-91
1346122,TRG-75
1346122,TRG-27
1346123,TRG-96
1346123,TRG-68
1346123,TRG-45
1346123,TRG-0
1346123,TRG-88
1346123,TRG-25
1346123,TRG-46
1346123,TRG-82
1346123,TRG-6
1346125,TRG-40
1346125,TRG-55
1346125,TRG-74
1346125,TRG-72
1346126,TRG-90
1346126,TRG-21
1346126,TRG-50
1346126,TRG-59
1346126,TRG-57
1346126,TRG-6
1346127,TRG-74
1346127,TRG-14
1346127,TRG-91
1346127,TRG-19
1346128,TRG-73
1346128,TRG-66
1346128,TRG-27
1346128,TRG-65
1346128,TRG-13
1346128,TRG-92
1346128,TRG-66
1346129,TRG-4
1346129,TRG-14
1346129,TRG-36
1346129,TRG-71
1346129,TRG-9
1346129,TRG-18
1346130,TRG-19
1346130,TRG-1
1346130,TRG-59
1346130,TRG-27
1346130,TRG-69
1346130,TRG-63
1346131,TRG-50
1346131,TRG-45
1346131,TRG-5
1346131,TRG-18
1346131,TRG-45
1346132,TRG-8
1346132,TRG-96
1346133,TRG-52
1346133,TRG-14
1346133,TRG-61
1346134,TRG-54
1346134,TRG-98
1346135,TRG-3
1346135,TRG-96
1346135,TRG-47
1346135,TRG-18
1346135,TRG-17
1346135,TRG-41
1346135,TRG-46
1346135,TRG-23
1346135,TRG-58
1346136,TRG-28
1346136,TRG-1
1346136,TRG-23
1346137,TRG-29
1346137,TRG-68
1346137,TRG-36
1346137,TRG-44
1346137,TRG-44
1346137,TRG-79
1346137,TRG-24
1346138,TRG-3
1346138,TRG-96
1346138,TRG-2
1346138,TRG-51
1346138,TRG-87
1346138,TRG-13
1346139,TRG-23
1346139,TRG-42
1346139,TRG-24
1346141,TRG-64
1346141,TRG-27
1346141,TRG-64
1346141,TRG-78
1346141,TRG-58
1346141,TRG-11
1346141,TRG-71
1346142,TRG-77
1346142,TRG-2
1346142,TRG-83
1346142,TRG-69
1346142,TRG-77
1346142,TRG-32
1346144,TRG-16
1346144,TRG-12
1346144,TRG-6
1346144,TRG-47
1346144,TRG-10
1346144,TRG-34
1346145,TRG-56
1346145,TRG-63
1346146,TRG-21
1346146,TRG-18
1346146,TRG-64
1346146,TRG-63
1346146,TRG-6
1346146,TRG-37
1346147,TRG-49
1346147,TRG-54
1346148,TRG-15
1346148,TRG-32
1346148,TRG-10
1346148,TRG-11
1346149,TRG-27
1346149,TRG-55
1346149,TRG-58
1346149,TRG-7
1346150,TRG-34
1346150,TRG-89
1346150,TRG-9
1346150,TRG-8
1346150,TRG-82
1346151,TRG-55
1346151,TRG-6
1346151,TRG-45
1346151,TRG-31
1346151,TRG-75
1346151,TRG-97
1346151,TRG-27
1346151,TRG-33
1346151,TRG-96
1346152,TRG-17
1346152,TRG-69
1346152,TRG-61
1346152,TRG-73
1346152,TRG-74
1346152,TRG-22
1346152,TRG-74
1346152,TRG-42
1346152,TRG-25
1346153,TRG-67
1346153,TRG-1
1346153,TRG-13
1346153,TRG-69
1346154,TRG-74
1346154,TRG-90
1346154,TRG-73
1346154,TRG-44
1346154,TRG-12
1346154,TRG-20
1346155,TRG-63
1346155,TRG-5
1346156,TRG-52
1346156,TRG-79
1346156,TRG-97
1346156,TRG-31
1346156,TRG-42
1346156,TRG-67
1346157,TRG-51
1346157,TRG-85
1346157,TRG-46
1346157,TRG-30
1346157,TRG-17
1346157,TRG-52
1346157,TRG-53
1346157,TRG-57
1346157,TRG-99
1346158,TRG-68
1346158,TRG-94
1346159,TRG-99
1346159,TRG-8
1346159,TRG-61
1346159,TRG-42
1346159,TRG-57
1346160,TRG-30
1346160,TRG-78
1346160,TRG-46
1346160,TRG-11
1346161,TRG-41
1346161,TRG-70
1346161,TRG-38
1346161,TRG-68
1346161,TRG-63
1346161,TRG-23
1346163,TRG-55
1346163,TRG-52
1346163,TRG-25
1346163,TRG-62
1346163,TRG-29
1346164,TRG-74
1346164,TRG-58
1346164,TRG-2
1346164,TRG-47
1346164,TRG-80
1346164,TRG-71
1346164,TRG-37
1346164,TRG-35
1346164,TRG-66
1346165,TRG-55
1346165,TRG-64
1346165,TRG-51
1346194,TRG-16
1346194,TRG-15
1346194,TRG-56
1346194,TRG-27
1346194,TRG-74
1346194,TRG-46
1346194,TRG-91
1346166,TRG-52
1346166,TRG-23
1346166,TRG-3
1346166,TRG-66
1346166,TRG-81
1346166,TRG-54
1346167,TRG-81
1346168,TRG-5
1346168,TRG-45
1346168,TRG-60
1346168,TRG-71
1346168,TRG-66
1346168,TRG-43
1346168,TRG-46
1346169,TRG-76
1346169,TRG-96
1346169,TRG-33
1346169,TRG-13
1346170,TRG-31
1346170,TRG-6
1346170,TRG-73
1346170,TRG-96
1346170,TRG-66
1346170,TRG-40
1346170,TRG-48
1346170,TRG-68
1346171,TRG-41
1346171,TRG-79
1346171,TRG-87
1346171,TRG-86
1346171,TRG-70
1346171,TRG-40
1346171,TRG-19
1346171,TRG-40
1346171,TRG-10
1346172,TRG-20
1346172,TRG-40
1346172,TRG-46
1346172,TRG-34
1346172,TRG-10
1346172,TRG-61
1346172,TRG-0
1346172,TRG-1
1346173,TRG-3
1346173,TRG-98
1346173,TRG-3
1346173,TRG-20
1346173,TRG-42
1346174,TRG-92
1346174,TRG-50
1346174,TRG-12
1346174,TRG-57
1346174,TRG-97
1351752,TRG-45
1351752,TRG-20
1351752,TRG-10
1351752,TRG-79
1346175,TRG-97
1346175,TRG-95
1346175,TRG-9
1346175,TRG-52
1346175,TRG-24
1346175,TRG-32
1346175,TRG-63
1346176,TRG-16
1346176,TRG-77
1346176,TRG-10
1346176,TRG-1
1346176,TRG-89
1346176,TRG-8
1346177,TRG-83
1346177,TRG-2
1346177,TRG-57
1346177,TRG-34
1346177,TRG-32
1346177,TRG-86
1346177,TRG-14
1346177,TRG-62
1346199,TRG-52
1346199,TRG-93
1346199,TRG-28
1346199,TRG-66
1346199,TRG-56
1346199,TRG-45
1346199,TRG-5
1346199,TRG-35
1346179,TRG-85
1346179,TRG-85
1346179,TRG-12
1346179,TRG-41
1346179,TRG-54
1346180,TRG-42
1346180,TRG-88
1346180,TRG-7
1346181,TRG-75
1346181,TRG-18
1346182,TRG-88
1346182,TRG-64
1346183,TRG-81
1346184,TRG-83
1346184,TRG-78
1346184,TRG-92
1346184,TRG-9
1346184,TRG-79
1346185,TRG-44
1346185,TRG-81
1346185,TRG-76
1346185,TRG-52
1346185,TRG-2
1346185,TRG-66
1346185,TRG-30
1346185,TRG-76
1346187,TRG-83
1346187,TRG-18
1346187,TRG-71
1346187,TRG-64
1346188,TRG-31
1346188,TRG-73
1346188,TRG-36
1346188,TRG-41
1346188,TRG-89
1346188,TRG-58
1346188,TRG-41
1346188,TRG-5
1346188,TRG-33
1346189,TRG-64
1346189,TRG-27
1346189,TRG-11
1346189,TRG-3
1346190,TRG-9
1346190,TRG-73
1346190,TRG-54
1346190,TRG-63
1346190,TRG-70
1346190,TRG-52
1346190,TRG-70
1346190,TRG-2
1346190,TRG-1
1346191,TRG-82
1346191,TRG-72
1346191,TRG-53
1346191,TRG-69
1346191,TRG-18
1346191,TRG-69
1346191,TRG-59
1346192,TRG-64
1346192,TRG-90
1346192,TRG-27
1346192,TRG-23
1346192,TRG-41
1346192,TRG-39
1346192,TRG-28
1346192,TRG-62
1346192,TRG-78
1346193,TRG-93
1346193,TRG-92
1346193,TRG-19
1346193,TRG-66
1346193,TRG-67
1346193,TRG-59
1346193,TRG-82
1346193,TRG-73
1346279,TRG-46
1346279,TRG-96
1346195,TRG-19
1346195,TRG-20
1346195,TRG-10
1346195,TRG-61
1346195,TRG-8
1346195,TRG-76
1346195,TRG-6
1346195,TRG-79
1346197,TRG-11
1346197,TRG-35
1346197,TRG-78
1346197,TRG-41
1346197,TRG-91
1346197,TRG-46
1346198,TRG-21
1346198,TRG-94
1346198,TRG-63
1346198,TRG-84
1346198,TRG-44
1346198,TRG-73
1351753,TRG-23
1351753,TRG-66
1346200,TRG-69
1346200,TRG-48
1346200,TRG-29
1346201,TRG-69
1346201,TRG-47
1346201,TRG-62
1346202,TRG-42
1346203,TRG-57
1346203,TRG-46
1346204,TRG-92
1346204,TRG-70
1346204,TRG-78
1346204,TRG-40
1346204,TRG-31
1346204,TRG-96
1346205,TRG-65
1346205,TRG-9
1346205,TRG-31
1346205,TRG-7
1346205,TRG-95
1346205,TRG-16
1346205,TRG-1
1346206,TRG-41
1346207,TRG-22
1346207,TRG-58
1346208,TRG-63
1346209,TRG-87
1346209,TRG-80
1346210,TRG-16
1346210,TRG-3
1346210,TRG-77
1346211,TRG-75
1346211,TRG-47
1346211,TRG-98
1346211,TRG-83
1346211,TRG-68
1346211,TRG-90
1346211,TRG-61
1346211,TRG-78
1346213,TRG-70
1346213,TRG-36
1346213,TRG-69
1346213,TRG-1
1346214,TRG-22
1346214,TRG-1
1346214,TRG-72
1346214,TRG-51
1346214,TRG-62
1346214,TRG-84
1346214,TRG-57
1346214,TRG-27
1346215,TRG-82
1346215,TRG-7
1346215,TRG-56
1346215,TRG-12
1346217,TRG-99
1346217,TRG-8
1346217,TRG-45
1346217,TRG-75
1346218,TRG-9
1346218,TRG-46
1346218,TRG-44
1346218,TRG-8
1346218,TRG-31
1346218,TRG-3
1346218,TRG-4
1346218,TRG-34
1346218,TRG-89
1346219,TRG-11
1346219,TRG-56
1346219,TRG-68
1346219,TRG-5
1346219,TRG-11
1346219,TRG-24
1346219,TRG-90
1346219,TRG-69
1346219,TRG-22
1346220,TRG-38
1346220,TRG-48
1346221,TRG-80
1346221,TRG-6
1346221,TRG-61
1346221,TRG-21
1346221,TRG-88
1346222,TRG-66
1346222,TRG-56
1346222,TRG-40
1346222,TRG-58
1346222,TRG-82
1346222,TRG-29
1346222,TRG-5
1346223,TRG-47
1346223,TRG-98
1346223,TRG-60
1346223,TRG-35
1346223,TRG-24
1346223,TRG-99
1346223,TRG-82
1346224,TRG-44
1346224,TRG-75
1346224,TRG-72
1346224,TRG-20
1346226,TRG-95
1346226,TRG-63
1346227,TRG-27
1346227,TRG-5
1346227,TRG-7
1346227,TRG-10
1346227,TRG-89
1346227,TRG-57
1346228,TRG-32
1346228,TRG-67
1346228,TRG-72
1346228,TRG-97
1346228,TRG-24
1346228,TRG-36
1346228,TRG-46
1346228,TRG-7
1346230,TRG-10
1346230,TRG-26
1346230,TRG-84
1346230,TRG-81
1346230,TRG-6
1346231,TRG-39
1346231,TRG-24
1346232,TRG-97
1346232,TRG-0
1346232,TRG-0
1346232,TRG-17
1346234,TRG-60
1346234,TRG-44
1346234,TRG-97
1346234,TRG-82
1346234,TRG-83
1346234,TRG-72
1346235,TRG-40
1346235,TRG-10
1346235,TRG-48
1346236,TRG-41
1346236,TRG-66
1346236,TRG-29
1346236,TRG-6
1346236,TRG-68
1346237,TRG-95
1346237,TRG-77
1346237,TRG-53
1346237,TRG-44
1346237,TRG-32
1346237,TRG-2
1346237,TRG-30
1346237,TRG-25
1346238,TRG-45
1346239,TRG-97
1346239,TRG-2
1346239,TRG-65
1346239,TRG-57
1346239,TRG-69
1346239,TRG-66
1346239,TRG-2
1346239,TRG-75
1346239,TRG-77
1346246,TRG-56
1346246,TRG-15
1346246,TRG-27
1346246,TRG-76
1346246,TRG-84
1346246,TRG-3
1346246,TRG-23
1346246,TRG-84
1346246,TRG-65
1346241,TRG-9
1346241,TRG-19
1346242,TRG-88
1346242,TRG-86
1346242,TRG-20
1346242,TRG-35
1346242,TRG-49
1346242,TRG-4
1346242,TRG-36
1346242,TRG-36
1346243,TRG-10
1346243,TRG-84
1346243,TRG-96
1346243,TRG-67
1346243,TRG-46
1346243,TRG-77
1346243,TRG-40
1346243,TRG-74
1346244,TRG-99
1346244,TRG-99
1346244,TRG-2
1346244,TRG-69
1346244,TRG-78
1346255,TRG-98
1346255,TRG-93
1346255,TRG-36
1346255,TRG-4
1346255,TRG-8
1346255,TRG-72
1346255,TRG-23
1346255,TRG-51
1346255,TRG-78
1346256,TRG-54
1346256,TRG-81
1346256,TRG-48
1346256,TRG-17
1346256,TRG-39
1346256,TRG-84
1346256,TRG-69
1346256,TRG-30
1346257,TRG-27
1346257,TRG-22
1346257,TRG-32
1346257,TRG-90
1346257,TRG-29
1346257,TRG-41
1346258,TRG-75
1346258,TRG-0
1346258,TRG-30
1346258,TRG-95
1346258,TRG-29
1346258,TRG-29
1346258,TRG-90
1346258,TRG-41
1346268,TRG-57
1346268,TRG-57
1346268,TRG-56
1346259,TRG-12
1346259,TRG-31
1346260,TRG-27
1346260,TRG-95
1346260,TRG-66
1346260,TRG-99
1346260,TRG-2
1346260,TRG-30
1346260,TRG-36
1346260,TRG-83
1346260,TRG-35
1346261,TRG-83
1346261,TRG-90
1346261,TRG-67
1346261,TRG-91
1346261,TRG-55
1346261,TRG-2
1346261,TRG-37
1346262,TRG-78
1346262,TRG-81
1346262,TRG-14
1346262,TRG-15
1346262,TRG-97
1346263,TRG-96
1346263,TRG-7
1346263,TRG-70
1346263,TRG-0
1346263,TRG-54
1346263,TRG-62
1346263,TRG-62
1346264,TRG-28
1346264,TRG-13
1346264,TRG-65
1346264,TRG-96
1346264,TRG-0
1346264,TRG-41
1346264,TRG-86
1346266,TRG-97
1346266,TRG-68
1346266,TRG-36
1346266,TRG-73
1346266,TRG-35
1346266,TRG-99
1346266,TRG-47
1346267,TRG-45
1346267,TRG-74
1346267,TRG-15
1346267,TRG-87
1346267,TRG-24
1346267,TRG-28
1346267,TRG-14
1346267,TRG-39
1346267,TRG-78
1346269,TRG-45
1346269,TRG-51
1346269,TRG-67
1346269,TRG-24
1346269,TRG-56
1346269,TRG-39
1346269,TRG-46
1346269,TRG-73
1346269,TRG-10
1346270,TRG-82
1346270,TRG-9
1346270,TRG-54
1346270,TRG-98
1346270,TRG-34
1346270,TRG-99
1346270,TRG-62
1346271,TRG-76
1346271,TRG-54
1346271,TRG-14
1346271,TRG-33
1346271,TRG-94
1346271,TRG-13
1346271,TRG-76
1346272,TRG-93
1346272,TRG-39
1346273,TRG-30
1346273,TRG-0
1346273,TRG-36
1346273,TRG-96
1346273,TRG-61
1346274,TRG-32
1346274,TRG-35
1346274,TRG-70
1346274,TRG-0
1346275,TRG-71
1346276,TRG-55
1346276,TRG-82
1346277,TRG-89
1346277,TRG-76
1346277,TRG-53
1346277,TRG-27
1346277,TRG-74
1346278,TRG-84
1346278,TRG-13
1346278,TRG-71
1346278,TRG-2
1346278,TRG-62
1346278,TRG-30
1346278,TRG-22
1360778,TRG-35
1346280,TRG-86
1346280,TRG-71
1346282,TRG-34
1346282,TRG-37
1346282,TRG-81
1346282,TRG-68
1346282,TRG-49
1346282,TRG-9
1346283,TRG-0
1346283,TRG-74
1346283,TRG-58
1346283,TRG-29
1346284,TRG-14
1346284,TRG-4
1346284,TRG-96
1346284,TRG-22
1346284,TRG-11
1346351,TRG-77
1346285,TRG-11
1346285,TRG-29
1346285,TRG-19
1346285,TRG-82
1346285,TRG-64
1346285,TRG-72
1346285,TRG-15
1346285,TRG-68
1346286,TRG-27
1346286,TRG-0
1346286,TRG-9
1346286,TRG-1
1346286,TRG-13
1346286,TRG-70
1346286,TRG-99
1346288,TRG-60
1346288,TRG-36
1346288,TRG-58
1346288,TRG-66
1346288,TRG-31
1346288,TRG-89
1346288,TRG-29
1346288,TRG-19
1346343,TRG-91
1346343,TRG-34
1346343,TRG-17
1346343,TRG-79
1346343,TRG-4
1346343,TRG-59
1346343,TRG-13
1346343,TRG-80
1346289,TRG-55
1346289,TRG-70
1346290,TRG-92
1346290,TRG-29
1346290,TRG-87
1346291,TRG-67
1346291,TRG-91
1346291,TRG-50
1346291,TRG-38
1346291,TRG-49
1346291,TRG-44
1346291,TRG-84
1346291,TRG-89
1346291,TRG-1
1346293,TRG-81
1346293,TRG-51
1346344,TRG-38
1346344,TRG-25
1346344,TRG-73
1346344,TRG-63
1346344,TRG-78
1346344,TRG-77
1346294,TRG-74
1346294,TRG-28
1346294,TRG-96
1346294,TRG-16
1346294,TRG-42
1346294,TRG-44
1346295,TRG-23
1346295,TRG-62
1346295,TRG-24
1346295,TRG-58
1346295,TRG-42
1346295,TRG-16
1346295,TRG-63
1346295,TRG-56
1346295,TRG-92
1346296,TRG-80
1346296,TRG-36
1346296,TRG-42
1346296,TRG-81
1346296,TRG-2
1346297,TRG-67
1346297,TRG-55
1346297,TRG-84
1346297,TRG-70
1346298,TRG-32
1346298,TRG-76
1346298,TRG-72
1346298,TRG-83
1346298,TRG-80
1346298,TRG-38
1346298,TRG-5
1346298,TRG-98
1346298,TRG-15
1346299,TRG-79
1346299,TRG-9
1346299,TRG-37
1346299,TRG-89
1346299,TRG-50
1346299,TRG-63
1346299,TRG-76
1346299,TRG-58
1346299,TRG-15
1346300,TRG-87
1346301,TRG-96
1346301,TRG-97
1346301,TRG-3
1346301,TRG-80
1346301,TRG-9
1346302,TRG-97
1346302,TRG-32
1346302,TRG-19
1346302,TRG-5
1346303,TRG-64
1346303,TRG-67
1346305,TRG-79
1346305,TRG-52
1346305,TRG-38
1346305,TRG-14
1346305,TRG-18
1346305,TRG-63
1346305,TRG-58
1346305,TRG-14
1346401,TRG-71
1346401,TRG-98
1346401,TRG-23
1346401,TRG-9
1346306,TRG-31
1346306,TRG-31
1346306,TRG-11
1346306,TRG-85
1346306,TRG-94
1346307,TRG-40
1346307,TRG-63
1346307,TRG-75
1346308,TRG-74
1346308,TRG-18
1346308,TRG-2
1346308,TRG-44
1346308,TRG-93
1346309,TRG-58
1346309,TRG-81
1346310,TRG-98
1346310,TRG-12
1346310,TRG-4
1346310,TRG-81
1346310,TRG-82
1346312,TRG-27
1346312,TRG-19
1346313,TRG-90
1346313,TRG-9
1351754,TRG-32
1351754,TRG-95
1346314,TRG-16
1346314,TRG-41
1346314,TRG-56
1346314,TRG-41
1346315,TRG-26
1346315,TRG-6
1346315,TRG-63
1346315,TRG-22
1346315,TRG-12
1346315,TRG-17
1346315,TRG-57
1346315,TRG-92
1346315,TRG-36
1346316,TRG-72
1346316,TRG-82
1346316,TRG-49
1346316,TRG-35
1346316,TRG-36
1346316,TRG-81
1346316,TRG-31
1346316,TRG-27
1346317,TRG-16
1346317,TRG-37
1346318,TRG-92
1346318,TRG-25
1346318,TRG-66
1346318,TRG-62
1346319,TRG-91
1346319,TRG-43
1346319,TRG-48
1346319,TRG-56
1346319,TRG-32
1346319,TRG-82
1346319,TRG-32
1346319,TRG-37
1346319,TRG-96
1346322,TRG-58
1346322,TRG-16
1346322,TRG-22
1346322,TRG-89
1346322,TRG-17
1346322,TRG-8
1346322,TRG-0
1346322,TRG-15
1346323,TRG-27
1346323,TRG-9
1346323,TRG-91
1346323,TRG-89
1346323,TRG-14
1346323,TRG-62
1346324,TRG-37
1346324,TRG-10
1346324,TRG-62
1346325,TRG-43
1346325,TRG-86
1346325,TRG-38
1346325,TRG-3
1346325,TRG-71
1346325,TRG-89
1346325,TRG-96
1346325,TRG-24
1346326,TRG-65
1346326,TRG-10
1346328,TRG-80
1346329,TRG-45
1346329,TRG-8
1346329,TRG-82
1346329,TRG-44
1346329,TRG-85
1346329,TRG-71
1346329,TRG-93
1346329,TRG-53
1346330,TRG-79
1346330,TRG-90
1346330,TRG-51
1346330,TRG-47
1346330,TRG-52
1346330,TRG-6
1346330,TRG-52
1346330,TRG-57
1346330,TRG-6
1346331,TRG-66
1346331,TRG-29
1346331,TRG-87
1346331,TRG-37
1346331,TRG-61
1346331,TRG-86
1346331,TRG-26
1346332,TRG-46
1346332,TRG-46
1346332,TRG-48
1346332,TRG-56
1346332,TRG-99
1346332,TRG-28
1346332,TRG-67
1346332,TRG-60
1346332,TRG-35
1346333,TRG-38
1346333,TRG-53
1346333,TRG-11
1346334,TRG-12
1346334,TRG-23
1346334,TRG-23
1346334,TRG-13
1346335,TRG-38
1346335,TRG-78
1346335,TRG-2
1346335,TRG-78
1346335,TRG-82
1346336,TRG-67
1346336,TRG-79
1346336,TRG-16
1346337,TRG-48
1346339,TRG-60
1346339,TRG-87
1346339,TRG-56
1346340,TRG-26
1346340,TRG-39
1346340,TRG-26
1346340,TRG-44
1346340,TRG-17
1346340,TRG-54
1346340,TRG-60
1346340,TRG-48
1346341,TRG-60
1346341,TRG-49
1346342,TRG-62
1346342,TRG-61
1346342,TRG-34
1346342,TRG-28
1346342,TRG-76
1346342,TRG-68
1346342,TRG-77
1346345,TRG-71
1346345,TRG-5
1346345,TRG-15
1346345,TRG-67
1346345,TRG-46
1346345,TRG-9
1346346,TRG-10
1346346,TRG-10
1346346,TRG-69
1346346,TRG-45
1346346,TRG-84
1346346,TRG-59
1346346,TRG-11
1346346,TRG-49
1346347,TRG-55
1346347,TRG-53
1346347,TRG-67
1346347,TRG-38
1346348,TRG-43
1346348,TRG-25
1346349,TRG-23
1346349,TRG-10
1346349,TRG-36
1346349,TRG-94
1346349,TRG-72
1346349,TRG-18
1346349,TRG-18
1346349,TRG-19
1346349,TRG-81
1346350,TRG-8
1346350,TRG-45
1346350,TRG-11
1346350,TRG-27
1346350,TRG-65
1346352,TRG-54
1346353,TRG-84
1346353,TRG-73
1346353,TRG-42
1346353,TRG-61
1346353,TRG-48
1346354,TRG-42
1346354,TRG-20
1346354,TRG-88
1346354,TRG-89
1346354,TRG-19
1346355,TRG-10
1346355,TRG-15
1346355,TRG-79
1346355,TRG-11
1346355,TRG-43
1346355,TRG-15
1346356,TRG-15
1346356,TRG-28
1346356,TRG-13
1346356,TRG-16
1346356,TRG-96
1346357,TRG-76
1346357,TRG-45
1346357,TRG-55
1346357,TRG-77
1346357,TRG-54
1346359,TRG-67
1346359,TRG-80
1346359,TRG-31
1346359,TRG-73
1346359,TRG-75
1346360,TRG-88
1346360,TRG-61
1346360,TRG-57
1346360,TRG-30
1346360,TRG-2
1346360,TRG-7
1346360,TRG-24
1346360,TRG-38
1346361,TRG-30
1346361,TRG-32
1346361,TRG-11
1346361,TRG-89
1346361,TRG-92
1346362,TRG-11
1346362,TRG-30
1346362,TRG-48
1346362,TRG-61
1346362,TRG-84
1346362,TRG-75
1346362,TRG-10
1346362,TRG-53
1346363,TRG-56
1346363,TRG-49
1346363,TRG-71
1346363,TRG-43
1346363,TRG-17
1346364,TRG-18
1346364,TRG-11
1346364,TRG-94
1346364,TRG-55
1346364,TRG-27
1346364,TRG-36
1346364,TRG-34
1346365,TRG-64
1346365,TRG-38
1346365,TRG-46
1346365,TRG-28
1346365,TRG-83
1346365,TRG-49
1346365,TRG-8
1346365,TRG-99
1346365,TRG-98
1346366,TRG-7
1346366,TRG-48
1346366,TRG-4
1346366,TRG-63
1346366,TRG-77
1346366,TRG-56
1346366,TRG-38
1346366,TRG-18
1346367,TRG-77
1346367,TRG-29
1346367,TRG-79
1346367,TRG-62
1346368,TRG-32
1346368,TRG-56
1346368,TRG-59
1346368,TRG-60
1346369,TRG-56
1346369,TRG-51
1346369,TRG-87
1346369,TRG-1
1346369,TRG-64
1346369,TRG-41
1346371,TRG-59
1346371,TRG-75
1346371,TRG-99
1346371,TRG-57
1346371,TRG-81
1346372,TRG-40
1346372,TRG-45
1346372,TRG-12
1346372,TRG-79
1346372,TRG-88
1346372,TRG-11
1346372,TRG-35
1346373,TRG-48
1346373,TRG-38
1346373,TRG-87
1346373,TRG-30
1346373,TRG-58
1346373,TRG-73
1346374,TRG-56
1346374,TRG-5
1346374,TRG-51
1346374,TRG-90
1346374,TRG-37
1346374,TRG-21
1346374,TRG-24
1346374,TRG-71
1346374,TRG-43
1346375,TRG-47
1346375,TRG-65
1346375,TRG-10
1346375,TRG-30
1346375,TRG-81
1346375,TRG-88
1346376,TRG-98
1346376,TRG-17
1346376,TRG-35
1346376,TRG-83
1346376,TRG-52
1346376,TRG-98
1346377,TRG-72
1346377,TRG-94
1346377,TRG-34
1346377,TRG-50
1346377,TRG-43
1346378,TRG-93
1346378,TRG-55
1346378,TRG-41
1346378,TRG-39
1346378,TRG-26
1346378,TRG-16
1346378,TRG-32
1346378,TRG-40
1346379,TRG-65
1346379,TRG-72
1346379,TRG-53
1346379,TRG-93
1346379,TRG-65
1346379,TRG-48
1346379,TRG-76
1346379,TRG-45
1346380,TRG-57
1346380,TRG-63
1346380,TRG-13
1346380,TRG-72
1346380,TRG-5
1346382,TRG-55
1346382,TRG-54
1346382,TRG-88
1346382,TRG-50
1346382,TRG-18
1346382,TRG-14
1346383,TRG-10
1346383,TRG-10
1346383,TRG-72
1346383,TRG-73
1346384,TRG-69
1346384,TRG-62
1346384,TRG-24
1346384,TRG-93
1346384,TRG-46
1346384,TRG-90
1346384,TRG-52
1346384,TRG-94
1346384,TRG-35
1346385,TRG-17
1346385,TRG-88
