smiles,CMPD_CHEMBLID,CYP3A4,hERG_pIC50
[O-][N+](=O)c1cccc(c1)C(=O)Nc2nc(cs2)c3ccccc3,CHEMBL1361797,5,NA
[O-][N+](=O)c1cccc(c1)C(=O)NCc2ccccn2,CHEMBL1599492,4.75,NA
[O-][N+](=O)c1cccc(c1)C2=NOC3(CN(Cc4ccccc4)CC23)C(=O)NCc5ccccc5,CHEMBL1329094,5.15,NA
[O-][N+](=O)c1cccc(c1)c2nc(c3cccs3)c([nH]2)c4cccs4,CHEMBL1571807,4.9,NA
[O-][N+](=O)c1cccc(c1)c2nnn(n2)C34CC5CC(CC(C5)C3)C4,CHEMBL1465534,5.05,NA
[O-][N+](=O)c1cccc(c1)c2oc(cc2)C(=O)NC(=S)Nc3cccc(Cl)c3N4CCCC4,CHEMBL1563724,5.35,NA
[O-][N+](=O)c1cccc(c1)c2onc(n2)c3ccncc3,CHEMBL1362108,6.25,NA
[O-][N+](=O)c1cccc(c1)S(=O)(=O)Nc2ccccc2C(=O)N3CCOCC3,CHEMBL1612920,4.75,NA
[O-][N+](=O)c1cccc(CNc2cc(cc3ncc(cc23)N4CCN(CC4)C(=O)\C=C\[C@@H]5CCCN5)C(F)(F)F)c1,CHEMBL3220881,NA,4.06
[O-][N+](=O)c1cccc(CNc2cc(cc3ncc(cc23)N4CCN(CC4)C(=O)N5CCOCC5)C(F)(F)F)c1,CHEMBL3221109,NA,6.41
[O-][N+](=O)c1cccc(NC(=O)c2ccc(CSc3ccccc3)cc2)c1,CHEMBL1509009,4.7,NA
[O-][N+](=O)c1cccc(NC(=O)CCC(=O)OCc2ccc(Cl)cc2)c1,CHEMBL1490012,4.95,NA
[O-][N+](=O)c1cccc(NC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)c1,CHEMBL1951328,7.22,NA
[O-][N+](=O)c1cccc2[nH]c3c(ncnc3c12)N4CCN(CCc5ccc(F)c(F)c5)CC4,CHEMBL282156,5.18,NA
[O-][N+](=O)c1cccc2C(=O)N(C(=O)c12)c3ncn[nH]3,CHEMBL1358359,5.4,NA
[O-][N+](=O)c1cccc2c(Br)n[nH]c12,CHEMBL479014,4.9,NA
[O-][N+](=O)c1cccc2c1c3ncnc(N4CCN(CCc5ccc(F)c(F)c5)CC4)c3n2Cc6cccnc6,CHEMBL29631,5.09,NA
[O-][N+](=O)c1cccc2c1c3ncnc(N4CCN(CCc5ccc(F)c(F)c5)CC4)c3n2Cc6ccncc6,CHEMBL29743,5.24,NA
[O-][N+](=O)c1cccc2c1c3ncnc(N4CCN(CCc5ccc(F)c(F)c5)CC4)c3n2CCc6ccccc6,CHEMBL285343,4.93,NA
[O-][N+](=O)c1cccc2cn[nH]c12,CHEMBL247378,4.4,NA
[O-][N+](=O)c1ccccc1[C@H]2[C@@H](N2C3CCCCC3)C(=O)c4ccccc4,CHEMBL1451733,5.4,NA
[O-][N+](=O)c1ccccc1\C=C\2/CCN3C(=O)c4ccccc4N=C23,CHEMBL1485060,5,NA
[O-][N+](=O)c1ccccc1\C=N\n2c(S)nnc2COc3ccccc3,CHEMBL3192875,5.3,NA
[O-][N+](=O)c1ccccc1C(=O)N\N=C\c2ccc(Br)s2,CHEMBL3191906,4.75,NA
[O-][N+](=O)c1ccccc1C(=O)Nc2cccc(NC(=O)c3ccccc3[N+](=O)[O-])n2,CHEMBL1300933,5,NA
[O-][N+](=O)c1ccccc1C2=NOC(C2)C(=O)NCc3ccccc3C(F)(F)F,CHEMBL1702814,4.8,NA
[O-][N+](=O)c1ccccc1C2=NOC(C2)C(=O)NCCCCc3ccccc3,CHEMBL1550597,4.85,NA
[O-][N+](=O)c1ccccc1c2oc(\C=C\C(=O)c3ccc(F)cc3)cc2,CHEMBL1526648,5,NA
[O-][N+](=O)c1ccccc1c2oc(\C=N/NC(=O)C3COc4cc5ccccc5cc4O3)cc2,CHEMBL3195528,4.75,NA
[O-][N+](=O)c1ccccc1CC(=O)NCc2ccccc2Cl,CHEMBL1428990,4.8,NA
[O-][N+](=O)c1ccccc1CC(=O)NCCSCc2c(F)cccc2Cl,CHEMBL1468324,4.85,NA
[O-][N+](=O)c1ccccc1N\N=C\c2c[nH]c3ccccc23,CHEMBL1892270,4.6,NA
[O-][N+](=O)c1ccccc1NC(=O)C2C(=C2c3ccccc3)c4ccccc4,CHEMBL1519709,4.7,NA
[O-][N+](=O)c1ccccc1OCc2oc(cc2)C(=O)Nc3nc4ccccc4n3Cc5ccccc5,CHEMBL1382389,5.35,NA
[O-][N+](=O)c1cccnc1NCCNc2ncc(cc2Cl)C(F)(F)F,CHEMBL1586735,4.9,NA
[O-][N+](=O)c1ccn(CC(=O)N2CCc3ccccc3C2)n1,CHEMBL1606673,4.65,NA
[O-][N+](=O)c1ccn(CC(=O)NCc2cccs2)n1,CHEMBL1519330,4.4,NA
[O-][N+](=O)c1cnc(NCc2ccccc2Cl)nc1NCC3CCNCC3,CHEMBL246161,4.55,NA
[O-][N+](=O)c1cnc(s1)N2CCNC2=O,CHEMBL152632,6.4,NA
[O-][N+](=O)c1ncn(CCCC(=O)Nc2ccc(Cl)c(Cl)c2)n1,CHEMBL1369642,4.85,NA
[O-][N+](=O)c1oc(\C=N\N2CC(=O)NC2=O)cc1,CHEMBL572,4.4,NA
[O-][N+](=O)c1oc(\C=N\NC(=O)c2cc(nc3ccccc23)c4ccncc4)cc1,CHEMBL1987514,6.05,NA
[O-][N+](=O)CCc1ccccc1C(=O)Nc2ccccc2,CHEMBL1432821,5.1,NA
[O-][N+]1=C(C(=O)N(OCc2ccccn2)c3ccccc13)c4ccc(Cl)cc4,CHEMBL1495580,5.15,NA
[O-][n+]1c(CN2CCCCC2)nc3cccc4c5ccccc5c1c34,CHEMBL1358007,5.5,NA
[O-][n+]1ccc(cc1)C(=O)N2CCC3(CCN(Cc4cccc(Oc5ccccc5)c4)CC3)CC2,CHEMBL409849,NA,4.85
[O-][n+]1ccc(CP(=O)(c2ccccc2)c3ccccc3)cc1,CHEMBL1449000,4.85,NA
[O-][n+]1cccc(c1)C#Cc2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35,CHEMBL485629,NA,4.18
[O-][n+]1cccc(c1)C(=O)N2CCC(CC2)c3ccc(NC(=O)c4nc(c[nH]4)C#N)c(c3)C5=CCCCC5,CHEMBL2158291,5.72,NA
[O-][n+]1cccc(c1)C(=O)Nc2ccc3OCOc3c2,CHEMBL1427238,4.65,NA
[O-][n+]1ccccc1CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2,CHEMBL395573,4.75,NA
[O-][n+]1onc(c2ccccc2)c1C#N,CHEMBL336467,4.9,NA
[O-][S+](c1ccc(\C=C\c2ccc(F)cc2)nc1)c3ccccc3F,CHEMBL395459,NA,5.54
[O-][S+](c1ccccc1)c2ccc(\C=C\c3ccc(F)cc3)nc2,CHEMBL240886,NA,5.41
[O-][S+](c1ccccc1)c2ccc(\C=C\c3ccc(F)cc3F)nc2,CHEMBL240887,NA,5.19
[O-][S+](CC(=O)Nc1ccccc1Cl)c2cccc(c2)C(F)(F)F,CHEMBL1506245,5.1,NA
[O-][S+](CC(=O)Nc1ccccc1Cl)c2cccc(Cl)c2,CHEMBL1741744,4.85,NA
[O-][S+](Cc1cc(Oc2ccccc2)nc(n1)c3ccccc3)c4ccccc4,CHEMBL1480575,4.55,NA
[O-][S+](Cc1ccc(Br)cc1)Cc2nnc(SCc3ccc(Cl)cc3)n2c4ccccc4,CHEMBL1307715,5.15,NA
[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4,CHEMBL832,4.9,NA
[O-][S+]1CCC(CC1)C2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccc6,CHEMBL2069506,NA,7
[S-]CCN1C(=N)Sc2ccccc12.C3C[n+]4c(S3)sc5ccccc45,CHEMBL1322864,5.5,NA
[Zn+2].[S-]C(=S)NCCNC(=S)[S-],CHEMBL1411246,4.6,NA
Br.Br.C(c1ccncc1)c2cnc[nH]2,CHEMBL1316355,5.4,NA
Br.Br.NCCSC(=N)N,CHEMBL1256182,5.5,NA
Br.Brc1ccc(s1)C2=Nn3c(SC2)nnc3c4cccnc4,CHEMBL1468521,5.45,NA
Br.CC(C)CC1CC(=O)OC1(C)C(=O)CSc2nc3ccccc3s2,CHEMBL1433173,4.8,NA
Br.CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,CHEMBL537445,4.4,NA
Br.CC1(CCC(=O)O1)C(=O)CSc2nc3ccccc3s2,CHEMBL1544254,4.85,NA
Br.Cc1ccc(C)c(c1)C(=O)CN2C3=NCCCN3c4ccccc24,CHEMBL1404928,4.9,NA
Br.CCCCCCCCCCN1C2=C(CCC2)C(=N)C3=C1CCC3,CHEMBL1481347,4.5,NA
Br.CCCCN1C(=N)N(CC(=O)c2occc2)c3ccccc13,CHEMBL1400995,4.5,NA
Br.CCCN1C(=N)N(CC(=O)c2occc2)c3ccccc13,CHEMBL1419738,4.45,NA
Br.CCOc1ccc2c(c1)nc(SCC(=O)c3ccc(Br)s3)n2C,CHEMBL1310248,5.2,NA
Br.COc1ccc2c(c1)nc(SCC(=O)c3ccc(Br)s3)n2C,CHEMBL1485384,5.1,NA
Br.COc1ccc2C[C@@H]3C4CCCC[C@]4(CCN3C)c2c1,CHEMBL1204111,4.9,NA
Br.Oc1ccc(cc1F)c2ccc3C(=CCCc3c2)c4ccncc4,CHEMBL496286,5.68,NA
Br.Oc1ccc(cc1F)c2ccc3C(CCCc3c2)c4ccncc4,CHEMBL496469,5.47,NA
Br.Oc1ccc(cc1O)c2ccc3C(=CCCc3c2)c4ccncc4,CHEMBL526081,6.45,NA
Br.Oc1ccc(cc1O)c2ccc3C(CCCc3c2)c4ccncc4,CHEMBL522228,6.2,NA
Br\C(=N/N=C\1/NNN=N1)\c2ccncc2,CHEMBL1410841,5.3,NA
Br\C=C/1\CC[C@@H](C(=O)O1)c2cccc3ccccc23,CHEMBL1493117,5.4,NA
BrC1C(Br)C(Br)C(Br)C(Br)C1Br,CHEMBL444236,4.8,NA
Brc1c(Br)c(Br)c2[nH]nnc2c1Br,CHEMBL177820,5.5,NA
Brc1c(NC2=NCCN2)ccc3nccnc13,CHEMBL844,4.8,NA
Brc1c(OC(=O)N2CCCCCC2)ccc3ccccc13,CHEMBL1333410,4.85,NA
Brc1c(OCC(=O)Nc2cccnc2)ccc3ccccc13,CHEMBL1418045,NA,8.32
Brc1c(OCC(=O)NNC(=O)Nc2ccccc2)ccc3ccccc13,CHEMBL1600524,4.85,NA
Brc1cc(C[C@@H](NC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)C(=O)N5CCC(CC5)N6CCCCC6)cc7OC(=O)Nc17,CHEMBL2336416,5.14,NA
Brc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,CHEMBL2146875,NA,6.25
Brc1cc2NC(=O)Oc2cc1C[C@@H](NC(=O)N3CCC(CC3)N4Cc5ccccc5NC4=O)C(=O)N6CCC(CC6)N7CCCCC7,CHEMBL2336412,4.75,NA
Brc1cc2OCOc2cc1\C=N\Nc3nc(nc(n3)N4CCOCC4)N5CCCC5,CHEMBL1969457,5.55,NA
Brc1ccc(\C=C(\NC(=O)c2occc2)/c3nc4ccccc4[nH]3)cc1,CHEMBL1546811,5.8,NA
Brc1ccc(\C=C/CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,CHEMBL403128,5.8,NA
Brc1ccc(CC(=O)Nc2ccccc2Sc3ccccc3)cc1,CHEMBL1528076,5.2,NA
Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)N6CCOCC6,CHEMBL3086029,NA,6.54
Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)NC(c3ccccc3)c4ccccc4)N5CCOCC5,CHEMBL3086048,NA,6.28
Brc1ccc(cc1)[C@H]2CN3CCSC3=N2,CHEMBL1527442,4.6,NA
Brc1ccc(cc1)C(=O)CN2CCN(Cc3ccccc3)CC2,CHEMBL1543808,4.85,NA
Brc1ccc(cc1)C(=O)COC(=O)CNC(=O)CN2C(=O)c3ccccc3C2=O,CHEMBL1330158,5.45,NA
Brc1ccc(cc1)C(=O)N\C(=C\c2ccc3OCOc3c2)\C(=O)NCC=C,CHEMBL1309131,6.35,NA
Brc1ccc(cc1)C(=O)N\C(=C\c2ccccc2)\C(=O)NCC(=O)OCc3ccccc3,CHEMBL1432119,6.7,NA
Brc1ccc(cc1)C(=O)O[C@@H](CCc2ccccc2)C3=CCCCC3=O,CHEMBL1365082,5.3,NA
Brc1ccc(cc1)C2=NN(Cc3ccccc3)C(=O)c4ccccc24,CHEMBL1418074,4.6,NA
Brc1ccc(cc1)C2CC(=NN2S(=O)(=O)c3ccccc3)c4cccs4,CHEMBL1498694,5.7,NA
Brc1ccc(cc1)c2ccc3N(CCCc3n2)C(=O)NCCC[N+]4=CC=N[C@H]4c5ccccc5,CHEMBL1472523,5.5,NA
Brc1ccc(cc1)C2NC(=O)c3c4CCCc4sc3N2,CHEMBL1573735,4.55,NA
Brc1ccc(cc1)C2Nc3ccccc3NC4=C2C(=O)NC4,CHEMBL1380712,4.6,NA
Brc1ccc(cc1)c2oc(cc2)C(=O)Nc3cccc4ncccc34,CHEMBL1377215,5.55,NA
Brc1ccc(cc1)c2oc(nn2)c3cccc(c3)S(=O)(=O)N4CCCCCC4,CHEMBL1470386,5.45,NA
Brc1ccc(cc1)N(C2CCN(CC2)C3CCCC3)C(=O)Nc4ccccc4,CHEMBL1094029,NA,6.73
Brc1ccc(cc1)N(C2CCN(CC2)C3CCCC3)C(=O)NCc4ccccc4,CHEMBL1094028,NA,6.75
Brc1ccc(cc1)N(C2CCN(Cc3ccncc3)CC2)C(=O)NCc4ccccc4,CHEMBL1092108,NA,5.64
Brc1ccc(cc1)N(C2CCN(Cc3ccnnc3)CC2)C(=O)NCc4ccccc4,CHEMBL1092109,NA,4.86
Brc1ccc(cc1)n2c(SCc3ccccc3)nnc2c4ccncc4,CHEMBL406917,5.89,NA
Brc1ccc(cc1)S(=O)(=O)c2cc(OC(=O)c3occc3)ccc2OC(=O)c4occc4,CHEMBL1522755,5.25,NA
Brc1ccc(cc1)S(=O)(=O)N\N=C/C=C/c2ccccc2,CHEMBL3212934,4.85,NA
Brc1ccc(cc1)S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2,CHEMBL1299525,6.45,NA
Brc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)NCCCn3ccnc3,CHEMBL1414493,5.7,NA
Brc1ccc(Cc2cnc(NC(=O)CSc3nnc(c4ccncc4)n3CC=C)s2)cc1,CHEMBL1424481,5.85,NA
Brc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1,CHEMBL2164384,NA,5.03
Brc1ccc(CNC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)cc1,CHEMBL1951452,6.57,NA
Brc1ccc(CSc2nccn2c3ccccc3)cc1,CHEMBL1520238,5.1,NA
Brc1ccc(NC(=O)c2ccc(CSC3=NCCS3)cc2)cc1,CHEMBL1600243,5.45,NA
Brc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1,CHEMBL2036764,NA,5.15
Brc1ccc(NC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)cc1,CHEMBL1951321,6.68,NA
Brc1ccc(NC(=S)NNC(=O)CSc2nc3ccccc3s2)cc1,CHEMBL1454748,5.6,NA
Brc1ccc(OCC(=O)N2CCC(C2)c3ccccc3)cc1,CHEMBL1516503,4.55,NA
Brc1ccc(s1)C(=O)OCc2nc3ccccc3s2,CHEMBL1612133,4.6,NA
Brc1ccc(s1)S(=O)(=O)NCC(=O)N2CCC3(CC2)OCCO3,CHEMBL1509124,4.6,NA
Brc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,CHEMBL296586,4.9,NA
Brc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,CHEMBL217706,NA,8.6
Brc1ccc2cc(ccc2c1)C(=O)NCCc3cnc[nH]3,CHEMBL2448703,5.48,NA
Brc1ccc2cc(OC(=O)c3cccnc3)ccc2c1,CHEMBL1585324,6.05,NA
Brc1ccc2NC(=S)N(Cc3cccnc3)C(=O)c2c1,CHEMBL1568012,6.4,NA
Brc1ccc2NC(=S)N(CCCC(=O)N3CCN(CC3)c4ccccn4)C(=O)c2c1,CHEMBL1377868,5.9,NA
Brc1ccc2NC(=S)N(CCCC(=O)NCC3CCCO3)C(=O)c2c1,CHEMBL1504272,4.45,NA
Brc1ccc2nc(NC(=O)CSc3ccccn3)sc2c1,CHEMBL1400535,4.65,NA
Brc1ccc2nc(nc(c3ccccc3)c2c1)N4CC(=O)Nc5ccccc45,CHEMBL1351544,5.15,NA
Brc1ccc2Oc3cc(Cn4cncc4CN[C@@H]5CCN(Cc1c2)C5=O)ccc3C#N,CHEMBL524997,NA,5.34
Brc1ccc2Oc3cc(Cn4cncc4CNC5CCN(Cc1c2)C5=O)ccc3C#N,CHEMBL311561,5.22,NA
Brc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,CHEMBL1824031,NA,5.55
Brc1ccc2OCC3=NOC(=O)N3c2c1,CHEMBL507122,4.7,NA
Brc1cccc(\C=C\2/SC(=S)N(CCC(=O)NNC(=O)c3cccnc3)C2=O)c1,CHEMBL1582278,5.5,NA
Brc1cccc(c1)C(=O)N\C(=C/c2cccnc2)\C(=O)N3CCOCC3,CHEMBL1302636,6,NA
Brc1cccc(c1)C(=O)N\N=C/c2oc(Sc3ccccn3)cc2,CHEMBL3194967,4.65,NA
Brc1cccc(c1)C(=O)Nc2ccc(cc2)C(=O)\C=C\c3cccnc3,CHEMBL1509145,5.65,NA
Brc1cccc(c1)C2=NOC(C2)C(=O)NCc3ccc4OCOc4c3,CHEMBL1581594,6.15,NA
Brc1cccc(c1)c2oc(cc2)C(=O)Nc3cccc(NC(=O)c4occc4)c3,CHEMBL1519798,5.3,NA
Brc1cccc(CSCC(=O)N\N=C\c2ccc3OCOc3c2)c1,CHEMBL3199708,5.4,NA
Brc1cccc(NC(=O)\C(=C/c2cccnc2)\NC(=O)c3occc3)c1,CHEMBL1337895,6.3,NA
Brc1cccc(NC(=O)CC2=NC(=CC(=O)N2)N3CCOCC3)c1,CHEMBL2151923,4.4,NA
Brc1cccc(NC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)c1,CHEMBL1951325,7.04,NA
Brc1cccc2N(CCc12)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4,CHEMBL3112850,4.4,NA
Brc1cccc2nc(ccc12)C#Cc3ccccn3,CHEMBL2335295,NA,4.64
Brc1ccccc1\C=N\NC(=O)COc2ccc(cc2)c3ccccc3,CHEMBL3191893,4.85,NA
Brc1ccccc1OCCOCCOc2cccc3cccnc23,CHEMBL1495971,4.4,NA
Brc1cnc2nc(oc2c1)N3CCN4CCC3CC4,CHEMBL611369,NA,5.64
Brc1cncc(c1)C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,CHEMBL500946,NA,5.22
Brc1cncc(c1)C(=O)N2CCC(NCc3cncn3Cc4ccc(cc4)C#N)C2=O,CHEMBL1671889,NA,5.22
Brc1cncc(c1)C(=O)Nc2ccc(cc2)N3CCCCC3,CHEMBL1333282,5.85,NA
Brc1cncc(COCC2(CCNCC2)c3ccccc3)c1,CHEMBL2333645,NA,4.82
Brc1oc(\C=N\NC(=O)Cc2ccccc2)cc1Br,CHEMBL3193223,4.55,NA
Brc1oc(cc1)C(=O)N\N=C/c2cn(nc2c3ccccc3)c4ccccc4,CHEMBL3197815,5.4,NA
Brc1oc(cc1)C(=O)Nc2nc(cs2)c3ccccc3,CHEMBL1362547,4.5,NA
Brc1oc(cc1)C(=O)NCCC(=O)NCc2ccccn2,CHEMBL1470632,4.85,NA
Brc1oc(cc1)c2nc3cc(ccc3[nH]2)N4C(=O)c5ccccc5C4=O,CHEMBL1403448,4.85,NA
Brc1oc(cc1)c2nc3cc(NC(=O)c4occc4)ccc3[nH]2,CHEMBL1538611,4.85,NA
BrCCC(=O)N1CCN(CC1)C(=O)CCBr,CHEMBL1585,7.2,NA
C#CCCCCCCCCCCCc1occc1,CHEMBL1453347,4.4,NA
C([C@@H](Nc1cccnc1)c2ccccc2)c3ccccc3,CHEMBL1607623,5.5,NA
C([C@H](N1CCCCC1)c2ccccc2)c3ccccc3,CHEMBL467085,4.5,NA
C(\C=C/c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,CHEMBL1257123,5.1,NA
C(\C=C\c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,CHEMBL43064,5.5,NA
C(=N\n1cnnc1)/c2cccn2c3ccccc3,CHEMBL3211204,4.4,NA
C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,CHEMBL75880,NA,5.11
C(C(N1CCNCC1)c2ccccc2)c3cccc4CCOc34,CHEMBL1083707,NA,4.67
C(C(N1CCNCC1)c2ccccc2)c3ccccc3OC4CC4,CHEMBL1083705,NA,5.19
C(C[C@]1(CCOC2(CCCC2)C1)c3ccccn3)NCc4cccs4,CHEMBL2443278,NA,5.64
C(c1c[nH]c2ccccc12)c3c[nH]c4ccccc34,CHEMBL446452,4.4,NA
C(C1CC1)N2CC3CN(CC4CC4)CC(C2)C35CCCC5,CHEMBL113461,NA,5.6
C(c1ccc(cc1)C(N2CCCN(CC2)C3CCC3)c4nnnn4Cc5ccccc5)n6cncn6,CHEMBL1223236,4.92,NA
C(c1ccc2Cc3c(n[nH]c3c2c1)c4ccsc4)n5ccnc5,CHEMBL212084,6.6,NA
C(c1ccccc1)C2(CCNC2)c3ccc4[nH]ccc4c3,CHEMBL487355,NA,5.05
C(c1ccccc1)C2(CCNC2)c3ccc4sccc4c3,CHEMBL486537,NA,4.96
C(c1ccccc1)c2nnc(Sc3ccccc3)c4ccccc24,CHEMBL1587518,4.9,NA
C(C1CCCCC1)N2C[C@@H]3C(c4ccccc4)C5(CC3(C5)[C@H]2c6ccccc6)c7ccccc7,CHEMBL1370135,5.3,NA
C(C1CCCCC1)N2C[C@@H]3C(c4ccccc4)C5(CC3(C5)[C@H]2c6ccccc6)c7cccnc7,CHEMBL1335669,4.9,NA
C(c1ccccc1)n2cnc(c2)c3cccnc3,CHEMBL178780,4.12,NA
C(c1ccccc1)n2nnc3c(ncnc23)N4CCc5ccccc5C4,CHEMBL1580880,4.85,NA
C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc(cc5)n6cncn6,CHEMBL1223235,4.54,NA
C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc6occc6c5,CHEMBL1223237,5.62,NA
C(C1CCCCN1)N2CCN(C2)c3ccccc3,CHEMBL1084132,NA,4.8
C(c1ccnc2ccccc12)[n+]3ccc4ccccc4c3,CHEMBL1527317,5.9,NA
C(C1COc2ccccc2C1)N3CCC4(CC3)CCc5ccccc45,CHEMBL3785605,NA,5.82
C(c1nnc2sc(nn12)c3ccc4OCOc4c3)n5cnc6ccccc56,CHEMBL1421334,5.65,NA
C(CC(c1ccccc1)c2ccccc2)NCCc3ccccc3,CHEMBL2046888,NA,5.5
C(Cc1c[nH]cn1)Nc2ncnc3[nH]cnc23,CHEMBL1593645,5.4,NA
C(Cc1ccc(Oc2nc3ccccc3s2)cc1)N4CCCCC4,CHEMBL470753,NA,5.7
C(Cc1ccc(OCc2ccccc2)cc1)Nc3ccncc3,CHEMBL48029,NA,6.89
C(Cc1ccc2ccccc2n1)[C@@H]3CCCCN3,CHEMBL1371311,5.4,NA
C(Cc1ccc2nonc2c1)N3CCN(CCc4ccc5nonc5c4)CC3,CHEMBL2146869,NA,7.17
C(Cc1cccc(CCc2ccccc2)n1)c3ccccc3,CHEMBL2324250,NA,5.79
C(Cc1ccccc1)N2[C@@H]3CC[C@H]2CC(C3)c4c([nH]c5ccccc45)c6ccccc6,CHEMBL2113667,NA,7.75
C(Cc1ccccc1)N2CCC(CC2)c3c([nH]c4ccccc34)c5ccccc5,CHEMBL40584,NA,7.1
C(Cc1ccccc1)N2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5,CHEMBL44310,NA,6.28
C(Cc1ccccc1)Sc2nccn2c3ccccc3,CHEMBL1404071,4.85,NA
C(Cc1ccncc1)N2CCCCC2,CHEMBL1447143,5.2,NA
C(Cc1ccncc1)Sc2ccccc2,CHEMBL1365701,5.6,NA
C(Cc1ccncc1)SCc2ccccc2,CHEMBL1529804,6.3,NA
C(Cc1cnc[nH]1)Nc2ncncc2c3ccc4OCOc4c3,CHEMBL1356060,6.1,NA
C(CCc1ccccc1)CN2CCC(CC2)c3ccccc3,CHEMBL325238,4.5,NA
C(CCc1nnc2CCCCc2n1)Cc3nnc4CCCCc4n3,CHEMBL1491455,5.4,NA
C(CCCN1CCN(CC1)c2ccccc2)CCN3CCN(CC3)c4ccccc4,CHEMBL1172205,NA,5.1
C(CCCN1CCN(CC1)c2ccccn2)CCN3CCN(CC3)c4ccccc4,CHEMBL1171646,NA,4.89
C(CCCN1CCN(CC1)c2ccnc3ccccc23)CCN4CCN(CC4)c5ccccc5,CHEMBL1173017,NA,5.42
C(CCN1CCN(CC1)c2cccc3ccccc23)COc4ccc5CNCc5c4,CHEMBL1258425,NA,5.81
C(CN(c1ccccc1)c2ccccc2)NCCc3ccccc3,CHEMBL2046890,NA,7.2
C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccc(COC\C=C\COCc2c3)s5,CHEMBL2035183,NA,5.14
C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccnc(OCC\C=C\COCc2c3)c5,CHEMBL2035052,NA,5.62
C(CN1CCCCC1)Oc2ccc(Oc3oc4ccccc4n3)cc2,CHEMBL481863,NA,6
C(CN1CCCCC1)Oc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5,CHEMBL2181331,6.43,NA
C(CN1CCNCC1)NCc2ccncc2,CHEMBL1318461,5.3,NA
C(CN1CCOCC1)Nc2cc3CCCc4ccccc4c3nn2,CHEMBL168972,5.2,NA
C(CN1CCOCC1)Nc2nc(nc3ccccc23)c4ccc5OCOc5c4,CHEMBL1315318,5.4,NA
C(CN1CCOCC1)Nc2nc(nc3ccccc23)c4cccnc4,CHEMBL1409758,5.1,NA
C(CN1CCOCC1)Nc2nc(nc3ccccc23)c4cocc4,CHEMBL1435086,4.8,NA
C(CN1CCOCC1)Nc2ncnc3ccc(cc23)c4ccc5OCOc5c4,CHEMBL1574956,5.3,NA
C(CN1CCOCC1)Nc2ncnc3ccc(cc23)c4cccnc4,CHEMBL1590458,4.9,NA
C(CN1CCOCC1)Nc2ncnc3ccc(cc23)c4cocc4,CHEMBL1334321,4.8,NA
C(CN1CCOCC1)Oc2ccc(cc2)n3ccnc3,CHEMBL113018,5.25,NA
C(CNc1nc2ccccc2s1)COc3cccc(CN4CCCCC4)c3,CHEMBL419296,4.9,NA
C(CNCc1ccncc1)CN2CCOCC2,CHEMBL1720911,4.5,NA
C(CNCCC(c1ccccc1)c2ccccc2)Cc3ccccc3,CHEMBL2046889,NA,7.77
C(CNCCN(c1ccccc1)c2ccccc2)Cc3ccccc3,CHEMBL2046891,NA,6.2
C(COc1ccc(cc1)[C@@H]2CC[C@@H](CC2)N3CCCC3)CN4CCCCC4,CHEMBL1824234,4.38,NA
